ID	symbol	synonyms	ensembl
11386575	Pitpnb-ps1	LOC108350880	
11386619	LOC108350187	LOC108350186	
11386620	Trnan-guu8	Trnan-guu	
11386709	LOC108349540		
11386729	Trnad-guc6	Trnad-guc	
11386799	Trnar-ccg1	Trnar-ccg	
11386995	Msantd5-ps1	LOC108353001	
11387238	Trnal-cag3	Trnal-cag	
11387328	LOC108352198		
11387359	LOC108352652		
11387570	1700020N01Rikl	LOC100365542;LOC108349468	ENSRNOG00000059251
11387673	LOC108348230		
11387679	LOC108349948		
11387688	LOC108352645		
11387689	LOC108353197		
11387819	LOC108348348		
11387844	LOC108353098	AABR07016310.1	ENSRNOG00000048867
11387947	LOC108348282		
11387951	Ppia-ps6	LOC108351366	
11388086	Rpl23-ps4	LOC108349959	
11388087	LOC108350944	LOC103692327	
11388096	LOC108353375		
11388190	Trnah-gug2	Trnah-gug	
11388191	LOC108351393		
11388196	Trnav-cac3	Trnav-cac	
11388337	Trnap-agg17	Trnap-agg	
11388338	LOC108349570		
11388507	Trnap-ugg5	Trnap-ugg	
11388508	Trnap-agg12	Trnap-agg	
11388887	Vmn2r116l-ps2	LOC108349539	
11388888	LOC108349921		
11389356	LOC108350289		
11389364	LOC108352144		
11389422	LOC108348750		ENSRNOG00000066354
11389431	LOC108350947		
11389499	LOC108349278		
11389551	LOC108351462		
11389558	LOC108352618		
11389755	LOC108352705		
11389891	Ralgds-ps6	LOC108348264;LOC108353092	
11389928	LOC108348587		
11390008	LOC108349241	LOC102555756	ENSRNOG00000070277
11390041	Trnas-uga1	Trnas-uga	
11390134	LOC108351933		
11390141	LOC108352416	LOC108352415	
11390416	LOC108349019		
11390419	LOC108353463		
11390492	Trnal-uag1	Trnal-uag	
11390493	LOC108351266		
11390506	Rpl36a-ps6	LOC108351993	
11390513	Gapdhl4	LOC108353179	
11390635	Trnac-gca27	Trnac-gca	
11390742	LOC108350474		
11390746	LOC108351848		
11390820	LOC108349563		
11390954	LOC108350224		
11390983	LOC108353627		
11391162	Trnak-cuu9	Trnak-cuu	
11391163	LOC108352161		
11391174	LOC108352564		
11391179	LOC108352896		
11391260	LOC108348753		
11391312	LOC108349862		
11391314	Trnac-gca33	Trnac-gca	
11391487	LOC108351932		
11391621	Trnaq-cug9	Trnaq-cug	
11391622	Smokl-ps2	LOC108350496	
11391862	LOC108349195		
11391863	LOC108350087		
11391872	Trnac-gca9	Trnac-gca	
11391888	LOC108351199		
11391897	LOC108353696		
11392000	Trnaa-ggc1	Trnaa-ggc	
11392001	LOC108351289		
11392115	LOC108348736		
11392116	LOC108350009		
11392146	LOC108352941		
11392153	LOC108353655		
11392345	Trnaq-uug1	Trnaq-uug	
11392346	LOC108352545		
11392357	LOC108352699		ENSRNOG00000061590
11392581	LOC108348600		
11392595	Trnal-cag8	Trnal-cag	
11392596	LOC108350763		
11392609	LOC108352982		
11392733	LOC108348860		
11392955	Rpl7a-ps15	LOC108348610	
11392957	LOC108350422		
11392975	LOC108352461		
11393005	LOC108353047		ENSRNOG00000059860
11393182	LOC108348219		
11393200	LOC108349062		
11393209	LOC108349182		
11393230	Rps13-ps3	LOC108352325	
11393231	LOC108352577		
11393464	LOC108348312		
11393480	LOC108351065		
11393487	Trnas-cga2	Trnas-cga	
11393548	LOC108348880		
11393882	LOC108348357		
11393883	LOC108349411		
11394111	Trnav-aac7	Trnav-aac	
11394112	LOC108348729		
11394148	LOC108351040		
11394189	LOC108351180		
11394442	Vom1r113	LOC108348146	ENSRNOG00000070456
11394460	Znf660		ENSRNOG00000053687
11394751	LOC108348449		
11394758	LOC108348527		
11394767	Trnat-agu7	Trnat-agu	
11394768	LOC108349732		
11394794	LOC108351431		
11394812	LOC108353029		
11394977	Sec61gl2	LOC108348617	ENSRNOG00000060417
11394992	LOC108352518		
11395008	Trnak-cuu13	Trnak-cuu	
11395224	Trnag-gcc6	Trnag-gcc	
11395456	Trnas-uga3	Trnas-uga	
11395457	LOC108348942		
11395480	LOC108349305		
11395481	LOC108351294		
11395742	LOC108348281		
11395747	LOC108352122		
11395754	LOC108352691		
11395923	Trnav-cac5	Trnav-cac	
11395964	LOC108353576		
11396194	LOC108352153	LOC103693473	
11396216	Trnae-uuc6	Trnae-uuc	
11396222	LOC108353365		
11396250	Spetex2el3	LOC108351885;LOC108352802	ENSRNOG00000068779
11396265	LOC108351945		
11396508	LOC108348767		
11396518	LOC108349794		
11396531	Rpl23-ps5	LOC108351586	
11396780	Spata31l2	LOC108348476;Spata31l1	
11396808	LOC108352074		
11396817	LOC108353257	LOC108349021	
11397082	LOC108349432		
11397104	LOC108352070		ENSRNOG00000067673
11397299	Cdonl1	LOC108351821	
11397522	LOC108348248		
11397535	Trnag-gcc8	Trnag-gcc	
11397536	LOC108349031		
11397545	LOC108349183		
11397546	LOC108349597		
11397796	Trnac-gca24	Trnac-gca	
11397798	LOC108351346		
11397802	LOC108351900		
11397811	LOC108352150		
11398017	LOC108353495		
11398168	LOC108353654		
11398296	LOC108350949		
11398327	LOC108353785		
11398400	LOC108353471		
11398630	LOC108351227		
11398775	LOC108348508		
11398785	LOC108351120		
11398805	Trnae-cuc8	Trnae-cuc	
11398806	LOC108353638		
11398866	LOC108351105		
11398915	Trnal-aag2	Trnal-aag	
11399049	LOC108351471		
11399146	LOC108348304		ENSRNOG00000031459
11399174	Rpl35a-ps7	LOC108351058	ENSRNOG00000031641
11399194	LOC108352468		
11399620	LOC108349549		
11399629	LOC108350122		
11399682	LOC108348461		
11399691	LOC108351048		
11399716	LOC108351472		ENSRNOG00000065198
11399720	LOC108353075		
11400029	Rnaset2-ps1	AABR07054266.1;LOC108350493	ENSRNOG00000005920
11400036	LOC108351545		
11400155	LOC108349212		
11400164	Klk5l2	LOC108349762	
11400509	Trnai-aau5	Trnai-aau	
11400519	LOC108353266		
11400668	Actb-ps4	LOC108349733	
11400669	Trnag-ccc1	Trnag-ccc	
11400670	LOC108350508		
11400791	Trnac-gca22	Trnac-gca	
11400799	LOC108352387		
11400800	Trnae-cuc7	Trnae-cuc	
11400801	LOC108352694		
11400916	LOC108350874		
11400923	LOC108351093		
11400924	Trnas-aga1	Trnas-aga	
11400929	Rps12l10	AABR07016578.1;LOC108352809	ENSRNOG00000042277
11400930	LOC108352868	LOC108352870	
11401413	Rpl35a-ps6	LOC108349682	ENSRNOG00000031641;ENSRNOG00000032303;ENSRNOG00000032348;ENSRNOG00000047557;ENSRNOG00000049536
11401537	LOC108348616		
11401571	LOC108352863		
11401676	LOC108350707		ENSRNOG00000052084
11401788	LOC108352765		
11401889	LOC108349057		ENSRNOG00000071158
11401898	Trnal-uaa1	Trnal-uaa	
11401909	LOC108352563		
11402022	LOC108348881		
11402023	Trnah-gug1	Trnah-gug	
11402134	Trnap-cgg1	Trnap-cgg	
11402135	LOC108352862		
11402245	LOC108348868		
11402271	LOC108352858		
11402272	LOC108353046		
11402434	LOC108349917	LOC102554178	
11402458	LOC108351756		
11402473	Cdk5r1l	LOC108352182	
11402614	LOC108352385		
11402621	LOC108352572		
11402693	LOC108348473		
11402703	Rpl27a-ps5	LOC108350817	
11402890	LOC108352083		
11402913	LOC108353663		
11402924	LOC108353796		
11403004	Trnas-gcu9	Trnas-gcu	
11403005	LOC108348801		
11403019	Nsa2-ps4	LOC108349224	
11403036	LOC108351877		
11403223	LOC108349165		
11403233	LOC108349968		
11403251	Trnap-agg6	Trnap-agg	
11403420	LOC108351049		
11403437	Rpl21l4	LOC108352001	
11403447	LOC108353676		
11403548	Mup4-ps1	ENSRNOG00000069151;LOC103695259;LOC108348231	ENSRNOG00000069151
11403554	LOC108348577		
11403555	Trnar-ucu1	Trnar-ucu	
11403659	LOC108349711		
11403788	Rps2-ps43	LOC108350502;Rps2l4	ENSRNOG00000005116
11403792	LOC108353779		
11403894	LOC108350781		
11403914	LOC108351834		
11403925	LOC108353087		
11404047	LOC108350546		
11404179	LOC108348299		
11404353	Trnas-aga4	Trnas-aga	
11404354	LOC108353764		
11404420	LOC108353511		
11404592	LOC108348511		
11404601	LOC108348769		
11404765	LOC108351728		
11404861	Trnai-uau3	Trnai-uau	
11404862	LOC108349512		
11404996	LOC108350108		
11405111	Vom1r75	LOC108348088	ENSRNOG00000054359;ENSRNOG00000068151
11405140	Rps35al1	LOC108351519	ENSRNOG00000070978
11405154	LOC108352484		
11405255	Nop16-ps1	LOC108351841	
11405256	LOC108351976		
11405284	LOC108352488		
11405418	Rps29-ps11	LOC108351132	
11405419	LOC108352841		
11405522	LOC108352102		
11405523	Trnag-ccc5	Trnag-ccc	
11405608	LOC108350040		
11405633	LOC108351487		
11405714	LOC108348827		
11405771	LOC108353024		
11406136	Vamp5l	LOC108350834	
11406144	LOC108352885		ENSRNOG00000069162
11406157	LOC108353338	LOC108353357	
11406215	Trnal-caa3	Trnal-caa	
11406254	LOC108349104		
11406284	LOC108353411		
11406602	LOC108348550		
11406617	Trnak-cuu12	Trnak-cuu	
11406618	LOC108352379		
11406627	Rps20-ps3	LOC108352501	
11406694	LOC108350100		
11406708	Trnap-agg8	Trnap-agg	
11406805	LOC108352030		
11406899	LOC108353759		
11406958	LOC108348582		
11406985	Tbc1d22al	LOC108351584	ENSRNOG00000037087;ENSRNOG00000069627
11407001	Trnam-cau3	Trnam-cau	
11407041	LOC108348875		
11407049	Trnar-ccu7	Trnar-ccu	
11407073	LOC108351229		
11407075	LOC108353139		
11407076	LOC108353586		
11407250	LOC108351259		
11407309	LOC108350669	AC094253.1	ENSRNOG00000059771
11407430	LOC108350104		
11407470	LOC108348411		
11407481	LOC108348625		
11407553	LOC108351362		
11407687	Trnah-gug7	Trnah-gug	
11407742	LOC108351808		
11407928	Septin7-ps3	LOC108348234	
11407955	LOC108352086		
11408030	LOC108348628		
11408073	Trnap-agg1	Trnap-agg	
11408202	LOC108350080		
11408475	LOC108351663		
11408567	LOC108350390		
11408576	LOC108353666		
11408724	LOC108353369		
11408958	LOC108348555		
11409059	LOC108351409		
11409068	LOC108352303		ENSRNOG00000070255
11409121	LOC108351437		
11409293	LOC108348964		
11409359	LOC108349139		
11409422	LOC108348917		
11409438	Cpne8l1	LOC108350561	ENSRNOG00000070279
11409662	LOC108349342		
11409749	LOC108348794	LOC102556327	
11409794	Actg1-ps5	LOC108349250	
11409802	LOC108350029		
11409922	LOC108352326		
11410085	LOC108352959		
11410099	LOC108353042		
11410190	LOC108351974		
11410267	Hnrnpa1-ps42	LOC108351455	
11410405	LOC108348341		
11410484	LOC108348267		ENSRNOG00000068265
11410492	LOC108348741		
11410500	Trnan-guu6	Trnan-guu	
11410510	LOC108351047		
11410644	Rpl21l1	LOC108350290	ENSRNOG00000063235;ENSRNOG00000069431
11410733	Trnas-aga10	Trnas-aga	
11410734	LOC108348891		
11410735	LOC108350623		ENSRNOG00000052603
11410744	Trnac-gca1	Trnac-gca	
11410745	LOC108351012		
11410763	LOC108351505		
11410764	LOC108353635		
11410861	Rps11-ps14	LOC108350801	
11410863	LOC108352894		
11410912	Trnav-aac1	Trnav-aac	
11410918	LOC108353374	LOC108353355	
11410986	LOC108348898		
11411001	Trnak-uuu3	Trnak-uuu	
11411023	Trnac-gca37	Trnac-gca	
11411172	LOC108348398		
11411257	LOC108350764		ENSRNOG00000063874
11411272	C10h5orf58		ENSRNOG00000068310
11411384	LOC108352151		
11411448	LOC108348479		
11411640	LOC108348856		
11411641	LOC108349814		
11411642	Trnaa-ugc2	Trnaa-ugc	
11412043	LOC108350858		
11412166	LOC108351784		
11412180	LOC108353616		
11412301	LOC108349111		
11412302	LOC108350358		
11412314	LOC108352068		
11412449	LOC108351324		
11412596	Trnai-aau7	Trnai-aau	
11412620	Trnap-cgg3	Trnap-cgg	
11412621	LOC108353456		ENSRNOG00000070575
11412813	Trnaa-cgc3	Trnaa-cgc	
11412936	LOC108350879		
11412952	LOC108352076		
11412987	Rps29-ps19	LOC108352893;LOC108353033;Rps29l3	ENSRNOG00000068233
11413171	LOC108350091		
11413181	LOC108352623		
11413279	LOC108349939		
11413299	LOC108350998		
11413331	Trnad-guc8	Trnad-guc	
11413531	LOC108352121		
11413693	LOC108348854		
11413702	Trnaq-cug6	Trnaq-cug	
11413703	Trnad-guc7	Trnad-guc	
11413852	LOC108351005		
11414134	LOC108348899	LOC108349801	
11414169	LOC108351454		
11414184	Cebpzos-ps1	LOC108352372	
11414185	Npm1-ps12	LOC108352500	
11414407	LOC108353340	LOC108353359	
11414415	LOC108353762		
11414636	LOC108348254		
11414648	LOC108350499		
11414657	LOC108350559		
11414676	LOC108353425	LOC100909755	ENSRNOG00000066445
11414677	LOC108353441		
11414885	Hoxa1	Hoxa1l;NEWGENE_2812	ENSRNOG00000005628
11414924	LOC108352393		
11414926	LOC108352615		
11414927	LOC108353554		
11414931	LOC108353810		
11415116	LOC108349045	LOC103691374	
11415131	LOC108349643		
11415142	LOC108351530	LOC108351540	
11415168	LOC108352653		
11415180	LOC108353771		
11415393	Trnac-gca21	Trnac-gca	
11415394	Rps29-ps10	LOC108351023	
11415410	Pdcd7-ps1	LOC108352317	
11415414	LOC108353649		
11415534	LOC108348408		
11415566	Trnae-cuc1	Trnae-cuc	
11415574	LOC108352213		
11415587	Trnag-gcc2	Trnag-gcc	
11415833	Rps29-ps18	LOC108350355;Rps29l4	
11416048	LOC108348356		
11416093	LOC108352569		
11416112	LOC108352711		
11416140	LOC108349033		
11416329	LOC108351529	LOC102552227	
11416353	LOC108352704		
11416357	LOC108352977		
11416552	Rpl21l3	LOC108348409;Rpl21l1	ENSRNOG00000038458
11416553	Trnam-cau5	Trnam-cau	
11416554	LOC108348965		
11416577	LOC108352648		
11416801	LOC108349092		
11416818	LOC108351001		
11416840	Trnal-cag5	Trnal-cag	
11416889	LOC108351822		
11416999	Trnaf-gaa8	Trnaf-gaa	
11417017	LOC108352524		
11417020	LOC108353600		
11417296	LOC108348458		
11417311	LOC108349836		
11417312	LOC108350043		
11417321	Trnah-gug5	Trnah-gug	
11417335	Rpl26l1-ps2	LOC108350270	
11417538	LOC108349418		
11417555	LOC108351527		
11417578	Gng5-ps5	Hg3l4;LOC108352647	ENSRNOG00000038205
11417579	LOC108353473		
11417755	Ndufa4-ps1	LOC108349198	
11417756	LOC108349258	RGD1565430	ENSRNOG00000047496;ENSRNOG00000066398;ENSRNOG00000067113;ENSRNOG00000067936
11417770	LOC108350077		
11417786	LOC108350239		
11418059	LOC108349679		
11418220	Trnat-cgu4	Trnat-cgu	
11418233	LOC108351838		
11418544	LOC108348265		
11418580	Rpl30-ps8	LOC108350646	
11418586	LOC108353436		
11418587	LOC108353469		
11418889	Obp2bl1	LOC108348196	ENSRNOG00000064942
11418896	Trnar-ucg4	Trnar-ucg	
11418901	LOC108349970		
11418915	Nop10l1	AABR07033465.1;LOC108350600	ENSRNOG00000055484
11419074	LOC108348388		
11419083	LOC108348752		ENSRNOG00000052609
11419092	Actg1-ps10	LOC108349128	
11419093	LOC108350211		
11419109	LOC108351178		
11419125	Rps28-ps4	LOC108349022;LOC108353424;Rps28l3;Rps28l4	ENSRNOG00000030242;ENSRNOG00000046342
11419404	LOC108350809		
11419406	Rpl23al9	LOC108352551;Rpl23al1	ENSRNOG00000029859
11419569	LOC108352469		
11419718	LOC108353632		
11419878	LOC108348611		
11419888	LOC108351510		
11419901	LOC108353370		
11420199	Trnac-gca25	Trnac-gca	
11420335	Tmsb10l4	LOC108350830	
11420574	LOC108349410		
11420575	LOC108350860	LOC108350708	
11421033	Rpl37al4	LOC108348813;Rpl37al1	
11421040	LOC108349075		
11421054	LOC108353382	LOC103694467	
11421259	Senp2-ps9	LOC108350766	
11421296	LOC108350869		
11421297	Oog3-ps1	LOC108351104;LOC502976;RGD1561212	ENSRNOG00000024283;ENSRNOG00000069853
11421503	LOC108352217		
11422105	Trnat-agu5	Trnat-agu	
11422106	LOC108350591		
11422107	LOC108353607		
11422282	LOC108348477		
11422283	LOC108352188		
11422397	LOC108350580		
11422410	LOC108351183		
11422469	LOC108350291		
11422529	LOC108351648	LOC100911925	
11422630	Trnaq-cug7	Trnaq-cug	
11422632	LOC108351750		
11422776	LOC108350194		
11422859	LOC108348275		ENSRNOG00000063991
11422894	LOC108348452		
11422907	Hs3st4		ENSRNOG00000063290
11422918	Oog1-ps3	LOC108351100	
11422984	LOC108349768		
11423168	LOC108350235		
11423235	LOC108348878		
11423236	LOC108350622		
11423237	LOC108352697		
11423353	LOC108349518		
11423435	LOC108348870		ENSRNOG00000029410
11423500	LOC108352981		
11423574	LOC108349105		
11423621	LOC108349612		
11423634	Rps19l5	LOC108352823	
11423870	LOC108348793		
11423879	LOC108350223		
11423888	LOC108351167		
11423940	Rpl35-ps6	LOC108351743	
11424141	LOC108350123		
11424155	LOC108352204		
11424261	Gapdh-ps25	LOC108352033	
11424344	LOC108349425		
11424345	LOC108351639		
11424452	LOC108349186		
11424829	LOC108348472		
11424835	LOC108352322		ENSRNOG00000039678
11424933	Trnan-guu3	Trnan-guu	
11424934	LOC108350703		ENSRNOG00000067911
11424954	LOC108351145		
11424963	LOC108351684		
11425062	Zftraf1	Cyhr1;LOC108348051	ENSRNOG00000014811;ENSRNOG00055027376;ENSRNOG00060026967
11425087	LOC108349434		
11425096	LOC108351370		ENSRNOG00000056386
11425109	LOC108351947		
11425208	LOC108349059		
11425228	LOC108350240		
11425388	LOC108350365		
11425397	LOC108351116		
11425421	LOC108353065		
11425501	LOC108348328		
11425502	Mzf1-ps1	LOC108351057	
11425507	LOC108353016		
11425556	Trnas-gcu2	Trnas-gcu	
11425590	LOC108352349		
11425803	LOC108350352		
11425965	Oog1l1	LOC108351099	
11425977	Trnad-guc5	Trnad-guc	
11425978	LOC108353239		
11426017	Trnam-cau1	Trnam-cau	
11426093	LOC108349489		
11426161	LOC108351200		ENSRNOG00000063718
11426388	LOC108350295		
11426390	LOC108353395		
11426534	LOC108349916		
11426535	LOC108351525		
11426631	LOC108350393	LOC100910518	
11426647	Trnag-ucc4	Trnag-ucc;Trnag-ucc5	
11426694	LOC108349652		
11426711	Trnap-ugg2	Trnap-ugg	
11426867	LOC108350486		
11426996	Mymx	LOC108352018	ENSRNOG00000042497
11427065	Ppia-ps5	LOC108350202	
11427217	LOC108349026		
11427237	Trnav-aac4	Trnav-aac	
11427239	LOC108352956		
11427362	LOC108349133		
11427363	Rpl35al9	LOC108352176	
11427364	Trnak-cuu16	Trnak-cuu	
11427372	LOC108353630		
11427469	LOC108352140		ENSRNOG00000067113;ENSRNOG00000067186;ENSRNOG00000070141
11427576	Trnav-uac1	Trnav-uac	
11427685	LOC108351449		
11427724	LOC108353378		
11427811	LOC108353561		
11427815	Rpl21l2	LOC108350287	ENSRNOG00000062474
11427874	LOC108353390		
11427922	Trnas-gcu8	Trnas-gcu	
11427923	Trnaa-agc3	Trnaa-agc	
11427999	LOC108352768		ENSRNOG00000068969
11428098	Trnav-cac1	Trnav-cac	
11428166	LOC108351461		
11428213	LOC108352872		
11428339	Hsfx3l	LOC108348228	
11428350	LOC108348923		
11428585	LOC108348564		
11428601	LOC108352621		
11428603	LOC108353709		
11428758	Trnag-ucc8	Trnag-ucc	
11428828	LOC108348413		
11428841	Trnal-aag5	Trnal-aag	
11428843	LOC108350523		
11428976	Trnak-uuu1	Trnak-uuu	
11429001	LOC108349340		
11429054	LOC108348552		
11429097	LOC108350392		
11429098	LOC108350564		
11429261	LOC108351394		
11429468	LOC108348302		ENSRNOG00000011492
11429483	Trnaa-ugc7	Trnaa-ugc	
11429489	LOC108350370		
11429679	LOC108348837		
11429701	LOC108351463		
11429765	LOC108352174		
11429793	LOC108349511	LOC108351491	
11429928	LOC108350799		
11430337	Trnaq-uug3	Trnaq-uug	
11430399	Zfp950l12	LOC108348123	ENSRNOG00000043048
11430533	LOC108351501		
11430588	LOC108353710		
11430589	LOC108353719		
11430648	LOC108349488		
11430655	Rpl35al6	LOC108350427	ENSRNOG00000031694
11430770	LOC108351041		
11430784	LOC108352421	LOC108352491	
11431277	Rpl31l14	LOC108350671;Rpl31l5	ENSRNOG00000030296;ENSRNOG00000064781
11431278	LOC108352987		
11431792	LOC108349206		
11431841	Trnar-acg1	Trnar-acg	
11431842	LOC108351450		ENSRNOG00000055879
11431944	LOC108348751	AABR07031278.1	ENSRNOG00000060302
11431957	LOC108348857		
11432034	Rpl36a-ps7	ENSRNOG00000064619;LOC108352065	ENSRNOG00000064619
11432035	LOC108352624		
11432042	LOC108352735		
11432148	LOC108348739		
11432264	LOC108351894		
11432435	Trnaq-cug1	Trnaq-cug	
11432437	LOC108352014		
11432444	LOC108353106		
11432617	LOC108350383		
11432872	LOC108349170		
11432873	LOC108349477		
11432987	LOC108349234		
11433016	LOC108350055		
11433025	LOC108351274		
11433026	LOC108353196		
11433159	LOC108349524		
11433166	LOC108350242		
11433168	LOC108351130		
11433440	Rps29-ps15	LOC108350501	ENSRNOG00000004196;ENSRNOG00000028939;ENSRNOG00000029443;ENSRNOG00000032542
11433453	LOC108351994		ENSRNOG00000046783;ENSRNOG00000063860
11433460	LOC108352126		
11433684	LOC108349715	LOC108349714	
11433693	LOC108350824		
11433702	LOC108352979		
11433854	LOC108349323		
11433865	LOC108351918	LOC103690520	
11433872	LOC108352399		
11434133	Ap3s1-ps3	LOC108348475	
11434145	LOC108351832		
11434367	LOC108350932		
11434380	LOC108352824	VCS-alpha3	ENSRNOG00000065981
11434381	LOC108352947	LOC108352948	ENSRNOG00000069819
11434685	Evx1	NEWGENE_1565788;RGD1565788	ENSRNOG00000046734
11434917	LOC108348294		ENSRNOG00000049403
11434931	LOC108350503		
11434961	LOC108351767		
11435226	LOC108352208		
11435267	Trnap-agg11	Trnap-agg	
11435416	LOC108348861		
11435442	LOC108352438		
11435663	Trnas-aga8	Trnas-aga	
11435664	LOC108349436		
11435694	LOC108353192		
11435873	LOC108348440		
11435885	LOC108349388		
11435887	Rps29-ps20	LOC108350852;Rps29l1	ENSRNOG00000033695
11436011	Zfp470	LOC102548133;LOC102551537;LOC102552600;LOC108348090	ENSRNOG00000067296
11436026	Gpx4-ps1	LOC108348799	
11436027	LOC108349032		
11436034	LOC108349322		
11436035	Rpl27a-ps3	LOC108349362	
11436036	Prss48	NEWGENE_1592020	ENSRNOG00000024208
11436055	LOC108350705		
11436064	LOC108351027		
11436071	LOC108351709		
11436072	Flywch2	NEWGENE_6497122	ENSRNOG00000004461
11436391	LOC108348846		
11436392	Chd1l2	Chd1l;LOC108349526	
11436399	LOC108351555		
11436409	Trnap-ugg4	Trnap-ugg	
11436627	LOC108349043		
11436659	LOC108353006		
11436884	Trnap-agg16	Trnap-agg	
11436885	LOC108350585		
11436894	LOC108350951		
11437209	Rpl36a-ps17	LOC108349454	
11437223	Trnae-cuc2	Trnae-cuc	
11437224	LOC108350397		
11437264	LOC108352149		
11437268	Trnai-aau6	Trnai-aau	
11437269	LOC108352797		
11437282	LOC108353472		
11437423	Trnaf-gaa7	Trnaf-gaa	
11437431	LOC108349187		ENSRNOG00000067915
11437438	Rpl35al10	LOC108349465;LOC108349702;Rpl35al2	
11437457	Rpl35al3	LOC108352207	ENSRNOG00000030217
11437630	Arf1-ps1	LOC108348612	
11437631	Trnal-caa2	Trnal-caa	
11437632	LOC108349361		
11437638	LOC108350722		
11437639	Trnam-cau2	Trnam-cau	
11437657	LOC108353595		
11437894	LOC108348361		
11437904	LOC108350114		
11438175	LOC108348999		
11438225	LOC108352732	LOC108352733	
11438234	Trnac-gca38	Trnac-gca	
11438236	LOC108353569		
11438247	LOC108350274		
11438483	LOC108348906		
11438490	LOC108349173		
11438506	Trnas-aga11	Trnas-aga	
11438637	LOC108348362		
11438638	Trnam-cau4	Trnam-cau	
11438648	LOC108350241		
11438657	LOC108352631		
11438663	LOC108351876		
11438814	Trnal-cag2	Trnal-cag	
