NCIT	C17017	PKC
NCIT	C17061	RAS
NCIT	C17065	TCR
NCIT	C17219	Tubulin
NCIT	C17227	Ubiquitin
NCIT	C17270	PI3K
NCIT	C17274	BMP
NCIT	C17286	CREB
NCIT	C17297	FGFR
NCIT	C17298	GAP
NCIT	C17322	PDGFR
NCIT	C17349	Cyclin
NCIT	C17343	Troponin_I
NCIT	C17380	NFkappaB
NCIT	C17438	FOS_family
NCIT	C17450	AP1
NCIT	C17494	GEF
NCIT	C17583	IKB
NCIT	C17660	RTK
NCIT	C17690	HIF1
NCIT	C17763	ERBB
NCIT	C17766	HSP90
NCIT	C17767	CDK
NCIT	C17903	NFAT
NCIT	C18153	Caspase
NCIT	C18164	MMP
NCIT	C18239	GPCR
NCIT	C19618	STAT
NCIT	C20448	PDGF
NCIT	C20456	Activin
NCIT	C20493	Interferon
NCIT	C20506	IL1
NCIT	C20514	IL12
NCIT	C20591	SWI_SNF
NCIT	C2275	hCG
NCIT	C25184	LDH
NCIT	C26360	ERK
NCIT	C38041	Troponin_T
NCIT	C38897	CD3
NCIT	C41625	AKT
NCIT	C52887	FOS_family
NCIT	C736	Pertussis_toxin
NCIT	C94701	AMPK
NCIT	C96314	mTORC1
NCIT	C96315	mTORC2
NXP	FA:00078	Actin
NXP	FA:00408	FOS_family
NXP	FA:00818	Cyclin_D
NXP	FA:01764	Histone_H3
NXP	FA:01765	Histone_H4
NXP	FA:01820	IL1
NXP	FA:02022	LDH
NXP	FA:02506	Notch
NXP	FA:03065	PKC
NXP	FA:03066	RAC
NXP	FA:03087	GSK3
NXP	FA:03101	CK2
NXP	FA:03114	RAF
NXP	FA:03129	JAK
NXP	FA:03483	SAA
NXP	FA:03663	RAS
NXP	FA:03668	RHO
NXP	FA:04239	Tubulin
NXP	FA:04243	TNF
NXP	FA:04276	Ubiquitin
NXP	FA:04686	Wnt
NXP	FA:04773	RAP1
PF	PF00012	HSPA
PF	PF00022	Actin
PF	PF00028	Cadherin
PF	PF00066	Notch
PF	PF00071	RAS
PF	PF00110	Wnt
PF	PF00143	Interferon
PF	PF00167	FGF
PF	PF00178	ETS
PF	PF00183	HSP90
PF	PF00219	IGFBP
PF	PF00229	TNF
PF	PF00244	p14_3_3
PF	PF00277	SAA
PF	PF00320	GATA
PF	PF00340	IL1
PF	PF00616	RasGAP
PF	PF00656	Caspase
PF	PF00870	p53_family
PF	PF01534	FZD
PF	PF01756	ACOX
PF	PF02046	COX6A
PF	PF02174	IRS
PF	PF02238	COX7A
PF	PF02285	COX8
PF	PF02297	COX6B
PF	PF02377	DVL
PF	PF02460	Patched
PF	PF02545	MAF
PF	PF02608	BMP
PF	PF02827	PKI
PF	PF02854	EIF4G
PF	PF02936	COX4
PF	PF03039	IL12
PF	PF05392	COX7B
PF	PF08137	DVL
PF	PF08562	CRISP
PF	PF08841	DDR
PF	PF11413	HIF1
PF	PF15975	FLOT
