CAS	CHEBI
484-20-8	18293
484-23-1	134841
484-29-7	4512
484-31-1	70453
484-49-1	7767
484-57-1	7027
484-61-7	2985
484-68-4	37208
484-74-2	6001
484-76-4	7734
484-78-6	1547
4846-27-9	38722
4846-91-7	134903
4849-32-5	81743
485-13-2	61646
485-18-7	16777
485-19-8	16718
485-19-8	26533
485-23-4	31923
485-31-4	82153
485-33-6	31764
485-35-8	4055
485-41-6	135423
485-43-8	5967
485-47-2	86374
485-49-4	3092
485-50-7	68991
485-61-0	5541
485-63-2	50399
485-71-2	3703
485-72-3	18088
485-84-7	17709
485-89-2	135094
485-91-6	17390
4850-21-9	110
4858-96-2	16822
485805-18-3	90855
486-12-4	84116
486-16-8	3398
486-17-9	135521
486-21-5	81121
486-24-8	6412
486-25-9	17922
486-30-6	5362
486-35-1	17313
486-39-5	15950
486-39-5	18417
486-47-5	94592
486-53-3	3569
486-55-5	17989
486-56-6	68641
486-60-2	17377
486-62-4	7775
486-63-5	29608
486-64-6	9936
486-66-8	28197
486-67-9	6771
486-70-4	28012
486-74-8	18311
486-79-3	107635
486-84-0	5623
486-86-2	3474
486-89-5	2699
486-90-8	9524
4861-58-9	89509
486460-32-6	40237
487-11-6	4771
487-19-4	7564
487-21-8	16489
487-26-3	5070
487-27-4	9059
487-36-5	40
487-41-2	80888
487-48-9	134815
487-52-5	3237
487-54-7	9008
487-58-1	5832
487-60-5	16700
487-67-2	39107
487-79-6	31746
487-89-8	28238
487-90-1	17381
487-91-2	31879
487-93-4	3210
487-94-5	43355
4871-87-8	132373
4871-90-3	4818
488-10-8	6084
488-15-3	133083
488-17-5	18404
488-21-1	17081
488-21-1	23812
488-23-3	38997
488-30-2	20912
488-38-0	10017
488-41-5	34853
488-45-9	18202
488-52-8	27955
488-55-1	27987
488-59-5	10642
488-59-5	23927
488-59-5	24848
488-64-2	17811
488-69-7	16905
488-69-7	28013
488-69-7	37736
488-69-7	40595
488-73-3	27371
488-76-6	37600
488-81-3	15963
488-82-4	18333
488-84-6	17173
488-84-6	28721
488-93-7	30846
4880-88-0	4740
4880-92-6	2787
488832-69-5	79369
489-29-2	132831
489-32-7	78420
489-35-0	16400
489-38-3	76323
489-40-7	61699
489-84-9	5550
489-86-1	5552
4891-15-0	68643
4891-66-1	63896
4896-77-9	132194
4897-50-1	40117
490-02-8	2879
490-03-9	4632
490-11-9	46860
490-23-3	33275
490-31-3	8876
490-46-0	90
490-49-3	5066
490-53-9	64
490-55-1	134843
490-59-5	37325
490-79-9	17189
490-80-2	58044
490-83-5	17242
490-83-5	27956
490-96-0	9923
490-98-2	135162
4901-51-3	132357
491-02-1	18451
491-07-6	36493
491-09-8	17304
491-30-5	18350
491-31-6	38759
491-34-9	190941
491-35-0	48983
491-38-3	72013
491-49-6	8224
491-50-9	28529
491-52-1	71216
491-54-3	6099
491-58-7	3686
491-64-5	6017
491-66-7	9292
491-67-8	2979
491-70-3	15864
491-71-4	16514
491-72-5	66955
491-74-7	5963
491-80-5	17574
491-92-9	135350
491-97-4	18075
4910-46-7	135289
4914-30-1	4363
4918-96-1	68505
491833-29-5	82752
491868-99-6	133761
491869-00-2	133762
4919-03-3	16607
4919-04-4	28280
4919-06-6	27580
492-13-7	3244
492-14-8	27725
492-17-1	82459
492-27-3	18344
492-37-5	48526
492-39-7	4109
492-41-1	80680
492-61-5	15903
492-62-6	17925
492-70-6	50013
492-80-8	51874
492-89-7	59111
492-91-1	9909
492-93-3	49182
492-97-7	36821
493-01-6	38860
493-02-7	38863
493-05-0	33225
493-08-3	33224
493-10-7	46751
493-52-7	49770
493-74-3	55496
493-75-4	135712
493-78-7	6819
493-80-1	135164
493-88-9	36748
493-90-3	133626
493-92-5	134898
493-95-8	9044
4936-47-4	135180
494-03-1	80497
494-12-2	38691
494-15-5	2670
494-23-5	5955
494-38-2	51739
494-38-2	87346
494-48-4	2246
494-52-0	74
494-79-1	6729
494-90-6	50542
494-97-3	37
494-97-3	28313
4940-39-0	113552
4945-47-5	135165
494793-67-8	83133
495-02-3	134355
495-08-9	5325
495-19-2	80754
495-23-8	37574
495-27-2	84058
495-30-7	132401
495-31-8	7607
495-32-9	132623
495-48-7	51865
495-54-5	34640
495-59-0	4428
495-60-3	10115
495-61-4	49263
495-62-5	49237
495-62-5	49238
495-69-2	18089
495-70-5	93147
495-73-8	82066
495-74-9	3369
495-78-3	16104
495-79-4	28873
495-83-0	9593
495-84-1	134982
495-85-2	6895
495-86-3	4966
495-99-8	135161
4950-06-5	80924
495399-09-2	134708
4955-22-0	29588
49557-75-7	75430
4956-37-0	135604
49562-28-9	5001
4959-88-0	7718
49598-85-8	16945
496-00-4	135760
496-10-6	49301
496-11-7	37911
496-15-1	43295
496-16-2	87607
496-42-4	28437
496-46-8	42946
496-47-9	93
496-49-1	46750
496-55-9	16023
496-55-9	23958
496-65-1	16753
496-67-3	31304
496-67-3	77043
496-76-4	29115
496-86-6	133325
496-92-4	17232
49601-06-1	35128
49608-51-7	104585
49620-06-6	7579
49620-13-5	8881
49627-27-2	75408
49637-60-7	17704
4964-14-1	27131
49644-04-4	85809
4965-97-3	3198
4966-00-1	80823
49669-75-2	29625
49669-76-3	29626
49669-77-4	29627
496775-48-5	84360
496775-61-2	85010
4968-09-6	49320
4969-02-2	51024
49697-38-3	135566
497-03-0	88419
497-09-6	27975
497-18-7	61308
497-19-8	29377
497-20-1	51999
497-23-4	38118
497-25-6	1237
497-30-3	4828
497-48-3	7570
497-72-3	29630
497-73-4	29656
497-75-6	134881
497-76-7	18305
497-77-8	5399
497-77-8	79328
497-78-9	8832
497-88-1	116
4970-39-2	79835
4974-27-0	111518
49745-95-1	4671
49752-90-1	63681
49755-67-1	135999
4976-25-4	9656
49763-96-4	94435
49776-64-9	5300
498-00-0	18353
498-02-2	2781
498-07-7	30997
498-15-7	7
498-16-8	50281
498-16-8	50283
498-18-0	28804
498-19-1	30653
498-21-5	89843
498-23-7	17626
498-24-8	16600
498-25-9	49010
498-36-2	59783
498-40-8	17285
498-59-9	6211
498-60-2	87609
498-62-4	87611
498-63-5	59652
498-66-8	52286
498-71-5	134802
498-95-3	116931
498-96-4	5576
498-98-6	6199
49805-55-2	61135
49805-56-3	61136
4981-66-2	80378
4984-85-4	18351
4984-99-0	2689
49843-98-3	90196
4985-46-0	21412
49863-47-0	42768
49866-87-7	81910
499-04-7	2813
499-06-9	64821
499-09-2	44725
499-12-7	22211
499-20-7	27826
499-24-1	5402
499-26-3	17127
499-30-9	5413
499-30-9	79347
499-33-2	5196
499-35-4	6575
499-37-6	5395
499-44-5	10447
499-54-7	50243
499-67-2	8485
499-75-2	3440
499-76-3	85239
499-80-9	44737
499-81-0	46875
499-83-2	46837
499-94-5	134313
4991-65-5	568021
4993-89-9	75334
4998-57-6	27570
50-00-0	16842
50-01-1	42820
50-02-2	41879
50-03-3	17609
50-04-4	3897
50-06-6	8069
50-07-7	27504
50-11-3	31827
50-12-4	6757
50-13-5	31984
50-14-6	28934
50-18-0	4027
50-19-1	134877
50-21-5	28358
50-21-5	78320
50-22-6	16827
50-23-7	17650
50-24-8	8378
50-27-1	27974
50-28-2	16469
50-29-3	16130
50-30-6	48623
50-31-7	81946
50-32-8	29865
50-33-9	48574
50-34-0	8482
50-35-1	9513
50-36-2	27958
50-37-3	6605
50-39-5	134969
50-41-9	3753
50-44-2	2208
50-44-2	50667
50-44-2	94796
50-47-5	47781
50-48-6	2666
50-49-7	47499
50-50-0	77006
50-52-2	9566
50-53-3	3647
50-55-5	28487
50-56-6	7872
50-57-7	6603
50-57-7	94802
50-59-9	3537
50-60-2	8081
50-65-7	7553
50-66-8	28279
50-67-9	28790
50-69-1	47013
50-69-1	47014
50-70-4	17924
50-71-5	76451
50-76-0	27666
50-78-2	15365
50-79-3	132298
50-81-7	29073
50-84-0	30748
50-85-1	20450
50-86-2	63816
50-88-4	53526
50-89-5	17748
50-91-9	60761
50-98-6	31541
50-99-7	17234
50-99-7	17634
50-99-7	42758
500-12-9	80751
500-22-1	28345
500-34-5	35068
500-38-9	7625
500-38-9	73468
500-42-5	134911
500-44-7	29063
500-55-0	2780
500-56-1	3868
500-62-9	10089
500-64-1	6117
500-66-3	66960
500-85-6	50428
500-92-5	8455
500-98-1	27480
500008-45-7	67113
5001-21-8	106
5001-32-1	135992
5001-33-2	89633
5002-47-1	5124
500207-04-5	85627
500287-72-9	68606
5003-48-5	135340
5006-64-4	80625
5006-66-6	16168
5008-52-6	7469
501-02-0	8217
501-06-4	3005
501-13-3	9299
501-15-5	10554
501-16-6	16433
501-26-8	146
501-30-4	43572
501-36-0	27881
501-36-0	45713
501-52-0	28631
501-65-5	51579
501-68-8	134859
501-75-7	29009
501-81-5	86390
501-82-6	52496
501-92-8	50158
501-94-0	1879
501-97-3	32980
501-98-4	32374
5011-34-7	94789
501909-60-0	65504
501909-65-5	65509
501919-59-1	91224
502-22-7	3420
502-31-8	61673
502-37-4	136292
502-44-3	17915
502-47-6	80507
502-52-3	77619
502-54-5	84309
502-54-5	85241
502-55-6	82241
502-59-0	134861
502-61-4	10280
502-61-4	39236
502-64-7	16833
502-65-8	15948
502-67-0	15894
502-73-8	5658
502-75-0	75785
502-86-3	52410
502-87-4	52406
50257-06-2	16948
50257-10-8	16948
50264-69-2	50138
5027-63-4	85805
50270-33-2	135494
50271-58-4	64168
50299-47-3	80771
503-01-5	134765
503-05-9	6673
503-06-0	34811
503-07-1	27706
503-07-1	38300
503-29-7	30968
503-30-0	30965
503-49-1	16831
503-64-0	36253
503-66-2	33404
503-74-2	28484
503-81-1	48501
503-93-5	80820
50301-94-5	66024
50304-44-4	28898
503068-34-6	75037
503070-58-4	75040
50333-13-6	7315
50335-03-0	68798
50335-04-1	68734
5036-02-2	77289
503612-47-3	72296
503620-39-1	80001
50370-12-2	3479
50373-53-0	50282
50376-38-0	6937
504-02-9	17766
504-07-4	15901
504-08-5	38071
504-15-4	16536
504-17-6	33202
504-19-8	38028
504-20-1	35572
504-24-5	34385
504-31-4	37965
504-33-6	132221
504-56-3	7612
504-63-2	16109
504-64-3	30086
504-70-1	33138
504-72-3	50311
504-74-5	33137
504-75-6	53094
504-76-7	50310
504-78-9	50120
504-88-1	16348
504-97-2	80920
50402-62-5	40594
50402-70-5	132096
50409-81-9	16225
50409-82-0	15892
5041-81-6	80839
5042-03-5	6786
5043-05-0	51912
50439-68-4	70074
50465-39-9	135855
50468-22-9	65058
50471-44-8	9986
50474-67-4	81199
50480-67-6	17820
505-10-2	49019
505-14-6	30063
505-18-0	47858
505-20-4	47844
505-22-6	46924
505-23-7	47845
505-29-3	540
505-44-2	89494
505-48-6	9300
505-52-2	73718
505-54-4	73722
505-56-6	76319
505-57-7	19591
505-60-2	25434
505-70-4	38407
505-75-9	3695
505-90-8	32380
505-95-3	39567
50507-46-5	77009
50507-46-5	134191
5051-22-9	8736
5051-62-7	5553
50512-35-1	6047
50518-15-5	87425
5053-06-5	94558
5054-56-8	13719
50556-18-8	48215
5056-12-2	53157
50560-69-5	16711
50563-36-5	81911
50567-35-6	62088
5057-93-2	86391
50574-58-8	60873
50574-59-9	60877
5058-13-9	132624
50585-41-6	77565
50594-66-6	73172
50598-34-0	35067
506-03-6	34115
506-12-7	32365
506-13-8	55328
506-17-2	50464
506-21-8	75108
506-23-0	10275
506-23-0	38383
506-24-1	28801
506-26-3	28661
506-30-9	28822
506-32-1	15843
506-37-6	44247
506-38-7	39420
506-43-4	73534
506-44-5	77474
506-46-7	31009
506-48-9	31001
506-50-3	31003
506-51-4	77413
506-52-5	28415
506-85-4	29813
5060-32-2	27540
5060-55-9	135871
5061-22-3	135822
50611-86-4	41487
50629-82-8	135724
5064-31-3	132766
50645-63-1	3443
50645-76-6	68696
50650-76-5	59009
50656-64-9	80937
50656-65-0	91265
50656-66-1	6962
50656-82-1	2701
50656-83-2	4039
50657-07-3	9724
50657-19-7	35063
50657-29-9	7739
50657-31-3	6453
5066-78-4	132641
50668-79-6	82580
50673-96-6	74684
50673-97-7	61829
50679-08-8	9453
50683-78-8	72783
507-09-5	16555
507-59-5	37417
507-60-8	28332
507-61-9	2944
507-70-0	28093
507-70-0	15394
507-79-9	32185
507-98-2	72618
5070-03-1	77522
50700-49-7	29132
50700-72-6	9939
50700-72-6	9940
50704-46-6	61013
5072-26-4	28714
50722-58-2	16085
50723-80-3	81854
50763-67-2	81378
5077-67-8	88390
50782-69-9	136185
508-01-0	62440
508-02-1	37659
508-04-3	63467
508-09-8	80831
508-32-7	64266
508-44-1	80791
508-52-1	71016
508-59-8	7938
508-65-6	5338
508-75-8	27663
508-77-0	4037
508-84-9	4668
508-93-0	71000
508-99-6	5783
50802-21-6	9602
50802-47-6	30082
5081-51-6	9935
5081-53-8	2901
50816-66-5	4834
508233-74-7	76016
50838-36-3	32242
50847-11-5	31684
50851-39-3	9534
5086-74-8	9496
50875-10-0	68860
50886-56-1	7806
50886-63-0	71333
50892-23-4	32509
509-14-8	82372
509-15-9	5294
509-16-0	2934
509-18-2	4385
509-20-6	132639
509-24-0	9196
509-36-4	132697
509-38-6	29691
509-44-4	132696
509-60-4	4575
509-66-0	7510
509-67-1	53579
509-74-0	135491
509-78-4	135396
509-80-8	6957
509-86-4	81297
509-93-3	2629
509-96-6	68051
50903-99-6	7549
50906-51-9	5200
50906-66-6	80859
50906-85-9	2902
50906-96-2	7498
50909-89-2	62042
50909-93-8	62116
50924-49-7	31858
50925-79-6	3814
50935-04-1	31359
5094-14-4	134499
5096-19-5	34256
5096-49-1	2697
5096-50-4	3925
5096-57-1	16592
5096-59-3	2743
5096-70-8	16387
5096-71-9	38
50972-17-3	2968
50978-11-5	59733
50986-17-9	31463
51-02-5	82525
51-03-6	32687
51-05-8	8431
51-06-9	8428
51-12-7	94510
51-14-9	82266
51-15-0	8354
51-15-0	8355
51-17-2	41275
51-18-3	27919
51-20-7	20552
51-21-8	46345
51-26-3	135860
51-28-5	42017
51-30-9	31453
51-31-0	6257
51-34-3	16794
51-35-4	18240
51-35-4	18095
51-41-2	18357
51-43-4	28918
51-44-5	49401
51-45-6	18295
51-48-9	18332
51-49-0	30659
51-52-5	8502
51-55-8	16684
51-55-8	78734
51-57-0	35340
51-59-2	89810
51-60-5	7516
51-61-6	18243
51-63-8	51064
51-64-9	4469
51-65-0	84060
51-66-1	139354
51-67-2	15760
51-68-3	6712
51-71-8	8060
51-74-1	51193
51-75-2	28925
51-77-4	31646
51-79-6	17967
51-83-2	3385
51-84-3	15355
51-85-4	78757
51-92-3	46020
51-93-4	55320
51-98-9	7628
510-15-6	34626
510-25-8	3006
510-30-5	4747
510-31-6	67712
510-64-5	27576
510-69-0	68310
510-74-7	64207
510-75-8	32903
510-77-0	7487
51012-32-9	94666
51012-33-0	32220
51020-36-1	70609
51020-86-1	6451
51022-69-6	31199
51022-70-9	2550
51022-71-0	135574
51022-74-3	31716
51022-77-6	138502
51024-64-7	8915
51025-85-5	37922
5103-71-9	39068
5103-74-2	39069
5103-96-8	131531
51037-30-0	94688
5104-49-4	5130
5105-96-4	49260
51059-42-8	10121
51059-44-0	61282
51059-64-4	4967
51060-05-0	29813
51068-94-1	3081
5107-01-7	31187
51076-19-8	3155
5108-94-1	34859
51093-55-1	72346
511-01-3	138303
511-02-4	64281
511-05-7	138961
511-08-0	4821
511-09-1	10276
511-12-6	4562
511-13-7	31392
511-15-9	69241
511-20-6	20652
511-28-4	33237
511-34-2	28431
511-45-5	75247
511-59-1	10440
511-64-8	37778
511-89-7	8275
511-96-6	5363
51109-65-0	3156
51131-85-2	88297
51146-55-5	133197
51146-56-6	43415
51146-57-7	47835
5116-24-5	61288
51163-27-0	60098
5117-19-1	44794
5118-16-1	17601
5118-29-6	135214
51186-83-5	5494
5119-48-2	69120
512-04-9	4629
512-06-1	10086
512-13-0	15405
512-15-2	4024
512-16-3	61024
512-29-8	5087
512-48-1	134782
512-56-1	46324
512-64-1	80052
512-65-2	27603
512-69-6	16634
512-72-1	28554
512-85-6	2866
51207-31-9	81506
51209-20-2	91262
51209-75-7	138935
51218-45-2	6902
51218-49-6	34931
5122-36-1	27983
51225-28-6	66263
51225-30-0	10038
51234-28-7	76114
51235-04-2	5705
5124-30-1	53216
51264-14-3	2687
51267-44-8	86371
51276-47-2	52136
51279-53-9	35578
5128-44-9	2769
51292-63-8	5824
51298-62-5	131182
513-10-0	59849
513-35-9	77916
513-37-1	82300
513-62-2	18172
513-66-6	30066
513-85-9	62064
513-86-0	15686
513-86-0	15688
51308-54-4	82072
5131-24-8	82067
5131-60-2	82421
51311-41-2	73982
51317-41-0	37946
51322-75-9	63629
51325-91-8	52011
51327-76-5	62973
51330-27-9	9211
51333-22-3	3207
51338-27-3	4510
5137-55-3	75286
51384-51-1	6904
51395-42-7	135216
514-07-8	67826
514-10-3	28987
514-36-3	5102
514-45-4	63460
514-47-6	4940
514-61-4	34896
514-62-5	78274
514-65-8	3112
514-68-1	135790
514-73-8	228275
514-76-1	35327
514-78-3	3362
514-85-2	78273
5140-28-3	1445
5140-35-2	2906
5140-42-1	3187
5140-50-1	3956
5141-20-8	87065
51415-00-0	2996
51415-02-2	67977
51415-07-7	49191
51419-56-8	5973
5142-22-3	18083
5142-23-4	38635
5143-05-5	71531
5144-52-5	7471
5145-53-9	1368
51460-26-5	31350
5147-00-2	17981
51481-10-8	10022
51481-61-9	3699
51481-65-3	6919
51484-08-3	68702
51484-40-3	76130
51487-69-5	82091
51493-69-7	140259
515-00-4	25460
515-03-7	9053
515-06-0	7037
515-13-9	62855
515-17-3	138051
515-24-2	85534
515-25-3	85533
515-30-0	50392
515-49-1	131723
515-54-8	135052
515-59-3	135107
515-64-0	32166
515-94-6	18383
5152-30-7	6900
51528-59-7	28475
5153-25-3	34274
51532-86-6	17100
5154-01-8	16364
5154-02-9	64044
51543-39-6	42446
51543-40-9	38666
5155-13-5	16453
51568-18-4	87897
51572-88-4	20367
51576-08-0	27433
51579-82-9	75915
515814-01-4	135957
51584-96-4	16051
51594-55-9	18662
51596-10-2	39228
51596-11-3	39229
51598-60-8	135516
516-05-2	30860
516-05-2	741548
516-06-3	27266
516-12-1	53204
516-21-2	135029
516-35-8	16525
516-37-0	68083
516-38-1	3898
516-42-7	3899
516-50-7	9410
516-54-1	50169
516-55-2	11909
516-58-5	78594
516-59-6	81469
516-72-3	1296
516-78-9	69432
516-79-0	66918
516-85-8	64762
516-86-9	17038
516-90-5	36259
516-95-0	31542
5160-02-1	82435
5162-01-6	2579
51621-02-4	16912
51621-02-4	42147
51627-14-6	131730
51630-58-1	5014
51670-40-7	67453
51685-40-6	78335
51688-68-7	63684
5169-78-8	135141
517-09-9	34739
517-18-0	6808
517-28-2	5601
517-33-9	138389
517-43-1	34974
517-56-6	81200
517-60-2	41089
517-66-8	81079
517-69-1	2444
517-71-5	10083
517-73-7	6734
517-88-4	2578
517-89-5	81068
51707-55-2	81977
5171-37-9	81205
51724-57-3	7988
51736-77-7	73686
51742-87-1	63687
51746-09-9	81420
51755-83-0	77690
51762-05-1	31379
51764-33-1	31707
51773-45-6	50232
51773-92-3	6719
51778-29-1	62520
5178-05-2	137336
5178-19-8	75157
51781-06-7	3437
51781-21-6	3438
517875-34-2	136340
51790-14-8	74872
51795-35-8	1556
51795-47-2	81287
518-17-2	4948
518-20-7	135368
518-28-5	50305
518-29-6	74867
518-34-3	49
518-44-5	42492
518-55-8	70199
518-68-3	2435
518-69-4	14027
518-73-0	69532
518-75-2	48707
518-82-1	42223
518-83-2	37502
518-94-5	81051
51803-78-2	44445
51820-82-7	2592
51833-78-4	55438
51846-97-0	81281
51846-98-1	81282
51847-78-0	80939
51847-92-8	69094
51856-71-4	80487
51867-83-5	86568
5187-84-8	27506
51876-18-7	65787
5188-73-8	2941
51883-36-4	29479
51888-09-6	34932
5189-11-7	50213
51898-34-1	32239
519-02-8	6700
519-09-5	41001
519-21-1	32569
519-23-3	4776
519-30-2	135024
519-34-6	6624
519-37-9	94764
519-40-4	2884
519-57-3	16159
519-62-0	27888
519-63-1	38199
519-65-3	83534
519-73-3	76212
519-88-0	135221
519-95-9	135279
519-96-0	75164
519-98-2	73261
5192-03-0	33067
5192-84-7	135458
51926-51-3	74790
51931-66-9	77823
51938-32-0	9047
51940-44-4	75250
51952-41-1	5521
5197-58-0	34980
51981-75-0	34589
51982-36-6	27647
52-01-7	9241
52-21-1	8380
52-24-4	9570
52-26-6	55340
52-31-3	134957
52-39-1	27584
52-43-7	134875
52-46-0	33111
52-49-3	9721
52-51-7	31306
52-52-8	40547
52-53-9	9948
52-53-9	77733
52-62-0	55326
52-66-4	50868
52-67-5	7959
52-68-6	6908
52-76-6	31790
52-78-8	135282
52-85-7	38677
52-86-8	5613
52-88-0	2918
52-89-1	91247
52-90-4	17561
520-12-7	81336
520-18-3	28499
520-20-7	135211
520-26-3	28775
520-27-4	4631
520-28-5	9426
520-31-0	507499
520-32-1	59979
520-33-2	28230
520-34-3	4630
520-36-5	18388
520-42-3	2871
520-45-6	137426
520-52-5	8614
520-53-6	8613
520-59-2	136405
520-63-8	5642
520-65-0	8896
520-68-3	4744
520-74-1	80802
520-77-4	81296
520-85-4	6715
520-88-7	771
52000-32-5	80591
52002-03-6	28808
52002-41-2	89405
52007-79-1	15943
52012-29-0	75589
52012-51-8	7031
5204-64-8	38368
5204-87-5	86148
52049-48-6	62879
5205-82-3	31283
52079-10-4	133474
5208-59-3	88874
52080-57-6	135618
52093-21-7	81283
521-03-9	9049
521-10-8	34834
521-11-9	31825
521-12-0	31523
521-17-5	2710
521-18-6	16330
521-34-6	9050
521-35-7	3360
521-38-0	69988
521-40-4	7482
521-43-7	2436
521-58-4	16550
521-61-9	38167
521-62-0	5167
521-65-3	9368
521-67-5	3713
521-74-4	109543
521-78-8	35030
521079-80-1	68895
52110-55-1	78156
52117-69-8	80490
52128-35-5	9737
52152-93-9	31380
5217-05-0	41476
5219-17-0	34403
5219-18-1	79571
522-00-9	313639
522-06-5	5093
522-11-2	4952
522-12-3	17558
522-17-8	4357
522-18-9	135708
522-19-0	6630
522-24-7	135112
522-40-7	4532
522-48-5	9492
522-51-0	31466
522-60-1	86455
522-66-7	135994
522-87-2	35633
522-94-1	48567
522-97-4	22998
52205-73-9	31562
52207-48-4	64384
5221-53-4	81958
52212-02-9	8231
52212-94-9	32022
52214-84-3	50867
52222-74-9	75790
52229-90-0	31737
52232-67-4	135983
52259-65-1	28954
5227-24-7	3456
52279-13-7	9477
52286-58-5	67986
52286-59-6	77148
52286-74-5	77151
523-01-3	81067
523-02-4	10084
523-06-8	35631
523-38-6	44027
523-39-7	44147
523-44-4	82426
523-47-7	27723
523-50-2	28928
523-54-6	135393
523-59-1	69040
523-64-8	5094
523-73-9	68188
523-80-8	70353
523-87-5	4604
523-92-2	15975
523-98-8	15652
5230-87-5	2733
52301-43-6	40260
52303-69-2	6048
52304-36-6	81991
52315-07-8	4042
52320-67-9	86366
52336-54-6	80559
5234-68-4	3405
52340-48-4	29702
52356-52-2	51378
52358-55-1	4380
52365-63-6	4646
52372-86-8	133435
524-03-8	2443
524-07-2	16409
524-08-3	80394
524-12-9	10037
524-14-1	15531
524-15-2	10562
524-17-4	4331
524-20-9	2826
524-30-1	5170
524-36-7	131532
524-40-3	18043
524-42-5	34055
524-46-9	9
524-63-0	28582
524-69-6	46515
524-81-2	135144
524-83-4	135972
524-84-5	59781
524-89-0	6629
524-95-8	131184
524-99-2	135181
5241-22-5	87051
5241-58-7	21371
52418-07-2	3802
52423-28-6	4344
52432-72-1	31945
52435-67-3	61645
52438-26-3	30650
52443-21-7	135816
52448-17-6	47276
52452-60-5	67537
52463-83-9	135315
52468-60-7	135652
52483-04-2	3935
52485-00-4	6593
52485-79-7	3216
52490-15-0	79569
52495-41-7	51558
52497-36-6	43562
52498-93-8	80926
525-21-3	81120
525-37-1	30891
525-40-6	3323
525-57-5	27943
525-66-6	8499
525-68-8	5266
525-72-4	88801
525-79-1	27407
525-82-6	42491
525-91-7	81065
525-94-0	18203
525-97-3	81064
5250-39-5	5098
52500-60-4	15967
52500-60-4	15033
5251-34-3	135619
52525-23-2	3624
52530-01-5	80410
52549-17-4	32040
5255-17-4	89234
5255-75-4	508
52553-42-1	28599
52570-16-8	7475
5258-10-6	90103
5258-11-7	90100
52589-11-4	8048
52589-12-5	27614
5259-01-8	5545
5259-88-1	7858
52591-05-6	3864
52591-16-9	60959
52592-29-7	29518
526-06-7	23
526-08-9	77780
526-13-6	6800
526-18-1	31938
526-31-8	15334
526-35-2	134781
526-36-3	10082
526-55-6	17890
526-62-5	19363
526-64-7	32249
526-73-8	34037
526-83-0	15671
526-91-0	48093
526-95-4	33198
526-97-6	16154
526-98-7	19543
526-98-7	36602
526-99-8	30852
52617-25-1	8621
52617-32-0	70327
52617-33-1	70329
52617-35-3	4835
52617-37-5	67671
5262-39-5	44482
5263-87-6	72822
52645-53-1	34911
52645-90-6	29517
5265-18-9	59332
52657-01-9	81208
52658-32-9	3519
52659-57-1	80716
52663-72-6	81524
52665-69-7	3305
52665-74-4	29623
52677-96-0	9906
527-06-0	8029
527-07-1	84997
527-09-3	31431
527-17-3	42023
527-38-8	32570
527-50-4	17399
527-52-6	30981
527-54-8	38896
527-72-0	71241
527-73-1	67135
527-75-3	28196
527-84-4	89263
527-89-9	37999
52705-93-8	67988
5271-38-5	63861
52712-76-2	31320
52715-17-0	42603
52717-49-4	80534
5273-85-8	80837
5273-86-9	10353
52745-94-5	19928
52746-49-3	78157
52761-34-9	60956
52762-22-8	17863
52766-27-5	74567
52768-97-5	7687
52779-81-4	64707
528-04-1	16264
528-16-5	47952
528-29-0	34053
528-31-4	114
528-40-5	32491
528-43-8	6643
528-44-9	166055
528-48-3	42567
528-50-7	17057
528-53-0	38701
528-58-5	71682
528-63-2	132648
528-71-2	62216
528-79-0	9583
528-92-7	134827
528-96-1	135059
52801-20-4	3911
52806-53-8	43064
52809-07-1	8734
52814-39-8	135018
52819-96-2	78582
52829-98-8	131340
52840-38-7	51776
52842-47-4	3828
52844-23-2	28180
52845-08-6	132293
5287-46-7	47914
52888-80-9	81941
5289-74-7	16587
529-01-1	6041
529-01-1	50110
529-05-5	3573
529-17-9	35615
529-20-4	27434
529-28-2	16355
529-35-1	45900
529-39-5	81054
529-40-8	67493
529-44-2	18152
529-49-7	5323
529-51-1	2945
529-53-3	9062
529-55-5	28327
529-59-9	27514
529-61-3	4946
529-63-5	4949
529-64-6	17000
529-69-1	16713
529-78-2	8837
529-80-6	7021
529-86-2	40753
529-92-0	3964
529-96-4	18335
52918-63-5	4388
5292-21-7	37277
52934-83-5	48202
52940-12-2	68717
52942-31-1	135589
52946-22-2	469
52951-36-7	135886
5296-79-7	6945
5297-10-9	71002
53-00-9	81471
53-02-1	28320
53-03-2	8382
53-05-4	9901
53-06-5	16962
53-16-7	17263
53-18-9	125518
53-19-0	6954
53-21-4	613010
53-31-6	135607
53-33-8	7922
53-34-9	34474
53-35-0	139271
53-36-1	6889
53-39-4	7820
53-41-8	16032
53-42-9	28195
53-43-0	28689
53-45-2	79496
53-46-3	6818
53-57-6	16474
53-59-8	18009
53-59-8	44409
53-60-1	8460
53-63-4	62844
53-70-3	35299
53-79-2	17939
53-83-8	2332
53-84-9	15846
53-84-9	44215
53-86-1	49662
53-89-4	135469
53-95-2	17931
53-96-3	17356
530-08-5	6005
530-12-1	6023
530-14-3	8199
530-26-7	4208
530-43-8	3605
530-53-0	4435
530-55-2	27651
530-56-3	86948
530-57-4	68329
530-59-6	77131
530-78-9	42638
5300-03-8	50648
53003-10-4	80025
53005-05-3	4286
53008-15-4	136025
53010-97-2	27973
53016-31-2	135398
5302-45-4	16399
53023-18-0	6056
53024-98-9	29581
53034-79-0	15518
53043-29-1	6405
53054-07-2	28538
