CAS	CHEBI
53060-58-5	67462
53061-04-4	61134
5307-14-2	76394
53078-86-7	17530
53078-86-7	21239
5309-45-5	75537
531-14-6	28421
531-29-3	16220
531-35-1	39458
531-37-3	134937
531-44-2	16065
531-53-3	87637
531-55-5	87639
531-57-7	87641
531-58-8	3693
531-59-9	5679
531-73-7	74723
531-75-9	4853
531-76-0	82339
531-82-8	82353
531-95-3	34741
531-99-7	27396
5310-55-4	135273
53109-32-3	90039
53111-25-4	49224
53112-28-0	8674
53123-88-9	9168
53142-34-0	5532
53142-46-4	9227
5315-79-7	34093
53152-21-9	652822
53155-25-2	67914
53158-73-9	74810
53163-56-7	53172
53164-05-9	31162
53179-07-0	73410
53179-11-6	6532
53179-13-8	32016
5318-78-5	79845
53185-12-9	4969
53186-57-5	79030
53188-07-1	82625
53188-23-1	15824
53188-23-1	28645
53193-10-5	80726
532-03-6	6832
532-11-6	31221
532-12-7	7051
532-24-1	16656
532-28-5	16910
532-32-1	113455
532-34-3	82262
532-40-1	18338
532-48-9	67437
532-65-0	70159
532-77-4	34791
532-80-9	33016
532-82-1	82424
53202-98-5	744
5321-32-4	34789
53230-10-7	63609
53230-10-7	63681
53250-50-3	5535
53267-01-9	135083
53279-35-9	69557
5328-37-0	6182
5328-37-0	17535
5328-37-0	30849
5328-37-0	40886
5329-14-6	9330
53293-00-8	73511
53296-08-5	133750
533-06-2	134925
533-17-5	35087
533-31-3	9126
533-32-4	134787
533-45-9	92875
533-48-2	16691
533-48-2	42280
533-50-6	27913
533-50-6	23958
533-58-4	16706
533-60-8	17878
533-67-5	27806
533-67-5	28816
533-73-3	16971
533-74-4	75212
533-75-5	79966
53303-84-7	84626
5334-23-6	134776
53340-16-2	52164
5335-24-0	34279
53352-41-3	62910
5336-08-3	74168
5337-93-9	59335
53370-90-4	31585
53398-80-4	87682
534-08-7	135970
534-22-5	88912
534-25-8	50866
534-30-5	15781
534-30-5	67049
534-41-8	77021
534-46-3	1230
534-47-4	7933
534-51-0	89575
534-52-1	39349
534-67-8	6542
534-69-0	79317
534-82-7	1576
534-84-9	134854
5341-95-7	75460
53421-38-8	31480
53428-54-9	29504
53439-64-8	59787
53448-07-0	132843
53449-58-4	135007
5345-47-1	68572
53459-31-7	74212
53459-52-2	80564
53459-55-5	80562
53467-23-5	17685
53472-14-3	9693
53472-37-0	31763
5349-80-4	75426
535-26-2	2785
535-32-0	68663
535-34-2	17755
535-65-9	135337
535-75-1	17964
535-80-8	49410
535-83-1	18123
535-89-7	82258
53501-90-9	17827
53518-14-2	51775
53518-15-3	51772
53518-18-6	51773
53518-19-7	51778
5352-63-6	63496
5352-90-9	34912
53527-28-9	67731
5353-15-1	81353
53538-53-7	139239
5355-16-8	123115
5355-17-9	133885
5355-48-6	135892
53580-08-8	26828
53583-79-2	9356
53584-56-8	15686
53584-69-3	132898
53595-24-7	74000
53597-27-6	135595
536-01-6	5989
536-08-3	30814
536-21-0	134779
536-24-3	134857
536-25-4	34904
536-33-4	4885
536-43-6	4725
536-59-4	10782
536-59-4	15420
536-60-7	27628
536-66-3	28122
536-69-6	5199
536-71-0	81724
53608-77-8	59297
53608-96-1	135711
53609-64-6	131518
53611-16-8	75733
53622-84-7	88955
53622-85-8	88540
53625-25-5	88315
5363-54-2	18256
53643-48-4	36373
53648-05-8	76160
53648-31-0	88314
53648-55-8	4474
53649-13-1	79942
53649-14-2	34003
53660-23-4	80636
53663-03-9	5988
53664-49-6	31318
53678-20-9	37809
53678-77-6	59414
53683-73-1	2521
53684-49-4	135376
5369-55-1	50461
537-12-2	93842
537-14-4	27451
537-15-5	17226
537-17-7	134833
537-21-3	135192
537-24-6	80912
537-26-8	9755
537-29-1	7631
537-30-4	3870
537-33-7	28813
537-33-7	64557
537-39-3	53759
537-40-6	75844
537-41-7	3629
537-42-8	8630
537-46-2	6809
537-55-3	21563
537-73-5	27794
537-98-4	17620
5370-01-4	6917
53702-48-0	75468
537034-17-6	61077
5371-52-8	19662
53714-56-0	6427
53716-44-2	135440
53716-49-7	364453
53716-50-0	35812
53723-19-6	131369
53729-52-5	3189
5373-11-5	27994
5373-42-2	9509
53731-36-5	135240
53735-71-0	63507
53746-45-5	5005
5375-63-3	6946
5375-64-4	6948
53751-40-9	86588
53755-04-7	8043
53766-40-8	131777
53772-82-0	10454
53772-83-1	51364
53774-75-7	3162
53780-34-0	81930
53783-83-8	135163
53797-35-6	10003
53798-20-2	47946
53798-73-5	82572
53799-46-5	46665
538-03-4	134860
538-23-8	76978
538-24-9	77389
538-41-0	53616
538-71-6	31514
538-75-0	53090
538-93-2	43261
53808-87-0	135420
53808-88-1	76164
53823-06-6	4001
53823-08-8	3446
53823-09-9	80738
53823-10-2	132850
53847-30-6	52392
5385-75-1	82439
53860-05-2	53266
53861-34-0	80736
53861-35-1	80737
53861-57-7	41450
53872-50-7	62743
53882-12-5	135333
53885-35-1	9589
5389-79-7	53158
53890-24-7	470
539-03-7	116915
539-08-2	35093
539-15-1	5764
539-21-9	134962
539-52-6	74039
539-54-8	38939
539-70-8	84966
539-82-2	89771
539-86-6	28411
539-90-2	87683
53902-12-8	77572
53904-81-7	32099
53905-28-5	34244
53905-29-6	34192
53905-30-9	34191
53910-25-1	27834
53910-96-6	111513
53915-26-7	2547
53915-35-8	80928
53915-39-2	80938
53915-41-6	82799
5392-40-5	16980
5392-40-5	23316
5393-19-1	132583
5393-81-7	133172
53938-05-9	132186
53938-08-2	132335
53943-88-7	88271
53947-84-5	52430
53955-81-0	88538
53956-04-0	81864
5396-64-5	86899
53962-20-2	7941
53963-43-2	77150
5397-01-3	38928
53973-98-1	82298
5398-44-7	73179
53988-98-0	75437
53994-73-3	3478
54-03-5	135843
54-04-6	28346
54-05-7	3638
54-11-5	17688
54-12-6	27897
54-16-0	27823
54-21-7	9180
54-25-1	35668
54-28-4	18185
54-30-8	95216
54-31-9	47426
54-32-0	94754
54-35-3	52154
54-36-4	44241
54-42-2	147675
54-47-7	18405
54-49-9	6794
54-62-6	22526
54-64-8	9546
54-77-3	4290
54-80-8	8463
54-85-3	6030
54-89-7	64703
54-91-1	8242
54-92-2	5958
54-95-5	34910
54-96-6	135948
540-04-5	8191
540-05-6	28129
540-10-3	75584
540-12-5	45478
540-18-1	87684
540-36-3	38585
540-38-5	43521
540-42-1	88813
540-59-0	29027
540-59-0	18882
540-67-0	39832
540-69-2	63050
540-72-7	30952
540-73-8	73755
540-84-1	62805
54024-22-5	4453
54028-46-5	16877
54029-12-8	16959
54048-10-1	50777
5405-41-4	87685
5406-57-5	87686
54063-40-0	135786
54063-42-2	31605
54063-51-3	135071
54063-52-4	135547
54063-53-5	63619
54063-54-6	135612
540737-29-9	71197
54081-47-9	27669
54083-22-6	135863
541-01-5	132295
541-07-1	17646
541-14-0	11060
541-15-1	16347
541-20-8	134839
541-35-5	50724
541-47-9	37127
541-48-0	37081
541-50-4	15344
541-59-3	16072
541-73-1	36693
541-79-7	134960
54105-67-8	132288
5411-22-3	59169
54110-25-7	135818
5413-75-2	87189
54143-55-4	75984
54143-56-5	5091
54143-57-6	6899
5415-44-1	691622
54153-71-8	9981
5417-84-5	34469
5418-95-1	1026
54182-58-0	9313
54187-04-1	8862
54188-38-4	135044
5419-48-7	34181
54192-66-4	23359
54193-28-1	133817
54197-31-8	34794
542-02-9	72475
542-05-2	88950
542-18-7	39156
542-28-9	16545
542-32-5	37023
542-32-5	37024
542-40-5	7623
542-44-9	69081
542-44-9	75811
542-46-1	78317
542-47-2	68565
542-56-3	46643
542-75-6	18624
542-78-9	566274
542-85-8	85098
542-88-1	82270
542-92-7	30664
54237-72-8	30731
5424-20-4	81066
5424-29-3	17799
5424-29-3	134206
54240-36-7	31791
5427-96-3	64303
54274-32-7	9438
54276-34-5	80648
54279-01-5	80933
5429-85-6	53721
543-18-0	17228
543-18-0	58064
543-21-5	51763
543-24-8	40410
543-38-4	609827
543-39-5	87529
543-82-8	134758
543-83-9	5265
5431-33-4	82469
54340-58-8	91484
54340-61-3	135832
54340-62-4	34593
54350-48-0	4913
54354-62-0	65727
5436-43-1	81584
54363-90-5	87031
54364-02-2	84638
54389-68-3	19283
54397-83-0	34146
54397-84-1	63977
54397-85-2	28728
544-05-8	16652
544-17-2	81851
544-25-2	37519
544-27-4	22634
544-31-0	71464
544-35-4	31572
544-44-5	59833
544-51-4	32385
544-57-0	61302
544-62-7	34117
544-63-8	28875
544-64-9	27781
544-66-1	89393
544-72-9	8638
544-73-0	38384
544-74-1	38362
544-76-3	45296
544-85-4	36020
544-86-5	27640
544-97-8	51497
54406-48-3	81804
54429-80-0	15540
5443-89-0	34465
54432-31-4	75406
5444-22-4	62848
5444-92-8	79562
5445-51-2	35691
54467-93-5	35900
5448-29-3	84265
545-06-2	82541
545-22-2	36488
545-26-6	38105
545-45-9	10130
545-46-0	67894
545-47-1	6570
545-48-2	67939
545-49-3	27481
545-55-1	82546
545-56-2	4381
545-60-8	3934
545-61-9	2523
545-88-0	139215
545-90-4	135332
545-93-7	135199
545-97-1	27717
54504-70-0	135681
5451-09-2	132969
54522-52-0	81110
54525-10-9	3413
54527-84-3	7551
54532-48-8	131188
54533-85-6	135668
54533-86-7	31914
54556-98-8	8494
5456-28-0	82466
54573-75-0	4712
54593-83-8	38590
546-06-5	27965
546-18-9	36238
546-35-0	1683
546-43-0	2540
546-60-1	9859
546-62-3	28586
546-67-8	77245
546-68-9	139496
546-71-4	32353
546-78-1	9860
546-79-2	16377
546-80-5	9577
546-88-3	27777
546-88-3	49029
546-89-4	63045
546-93-0	31793
546-97-4	3829
546-99-6	132466
5462-59-9	79559
5462-82-8	81603
5465-00-9	4737
54651-05-7	315018
5466-77-3	134750
5466-89-7	79967
54663-47-7	135766
54676-88-9	4656
547-17-1	5636
547-23-9	9638
547-25-1	32528
547-44-4	134891
547-53-5	135450
547-63-7	73689
547-64-8	73641
547-64-8	83221
547-65-9	104120
547-75-1	81244
547-81-9	87620
547-91-1	135481
547-96-6	16496
547-98-8	18402
5470-11-1	5807
5471-51-2	68656
54739-18-3	5138
54739-19-4	36813
54739-30-9	68947
54749-90-5	82277
54757-46-9	50172
54767-75-8	91639
54774-47-9	62523
54783-95-8	81284
54785-02-3	135761
54788-30-6	80911
548-00-5	135659
548-04-9	5835
548-19-6	79087
548-24-3	39077
548-25-4	87117
548-27-6	3328
548-29-8	69542
548-30-1	31679
548-37-8	9954
548-40-3	7853
548-42-5	2519
548-43-6	4777
548-54-9	131914
548-58-3	8410
548-62-9	41688
548-62-9	77181
548-73-2	4717
548-74-3	7855
548-76-5	81409
548-77-6	9429
548-82-3	28103
548-83-4	5262
548-93-6	15793
54836-26-9	51354
54845-95-3	15558
548472-68-0	46742
54848-30-5	8590
54856-23-4	31274
54857-86-2	77936
5486-77-1	135326
54864-61-8	82063
54878-25-0	9192
5489-57-6	2804
54897-85-7	71214
549-17-7	7854
549-18-8	2667
549-32-6	69456
549-91-7	8589
54910-89-3	5118
54933-35-6	60918
54935-03-4	135792
54954-12-0	7638
54954-14-2	10046
54964-49-7	5095
54965-21-8	16664
54965-24-1	9397
5498-16-8	51083
54982-79-5	34171
54986-75-3	3159
54999-07-4	69340
54999-56-3	3376
55-03-8	6446
55-06-1	6484
55-10-7	20106
55-18-5	34873
55-21-0	28179
55-22-1	6032
55-31-2	6213
55-38-9	34761
55-52-7	134773
55-55-0	10631
55-55-0	55413
55-56-1	3614
55-63-0	28787
55-65-2	5557
55-68-5	136021
55-73-2	37937
55-80-1	76329
55-81-2	266039
55-86-7	55368
55-91-4	17941
55-92-5	6804
55-93-6	67107
55-98-1	28901
550-24-3	4778
550-28-7	134852
550-33-4	18255
550-43-6	2724
550-45-8	25
550-45-8	26
550-70-9	84119
550-79-8	2506
550-82-3	8806
550-89-0	62240
550-90-3	28193
550-99-2	7470
5502-88-5	132847
5502-94-3	39251
5502-96-5	76072
55051-94-0	5440
55056-80-9	8588
55077-25-3	134901
55079-83-9	50173
5508-58-7	65408
55084-08-7	9061
55085-47-7	28126
55096-26-9	7457
55097-80-8	30614
551-01-9	135190
551-06-4	35455
551-08-6	68233
551-09-7	53510
551-11-1	15553
551-15-5	80845
551-16-6	16705
551-27-9	52429
551-58-6	9361
551-59-7	9360
551-68-8	27605
551-72-4	27374
551-74-6	82481
551-84-8	17140
551-85-9	17363
551-93-9	91110
5511-94-4	41473
55123-66-5	6426
55142-77-3	59803
55142-85-3	9588
5516-85-8	3332
55167-29-8	74812
55172-29-7	32213
55179-31-2	3130
55196-48-0	131779
552-14-7	16116
552-16-9	25620
552-25-0	135386
552-30-7	53050
552-41-0	69581
552-54-5	133721
552-58-9	28412
552-59-0	8600
552-62-5	48991
552-63-6	30765
552-63-6	17000
552-66-9	42202
552-70-5	8607
552-72-7	6507
552-79-4	90046
552-79-4	113556
552-80-7	34717
552-89-6	66927
552-94-3	9014
55215-40-2	28430
55219-65-3	9666
5522-43-0	34107
55224-05-0	135881
552292-08-7	90908
5524-05-0	154
55242-55-2	32061
5525-31-5	132668
5525-36-0	9515
55256-53-6	67827
55268-58-1	75474
55268-74-1	45267
55268-74-1	91583
55268-75-2	3515
55283-68-6	81988
55285-14-8	38476
55285-45-5	135427
55290-63-6	80795
55290-64-7	81912
55294-15-0	135124
55297-87-5	69236
55297-95-5	44137
553-06-0	81301
553-08-2	94514
553-12-8	15430
553-17-3	135131
553-19-5	10073
553-20-8	134968
553-21-9	3900
553-24-2	86370
553-26-4	30985
553-39-9	34529
553-69-5	134888
553-90-2	6859
55300-29-3	135841
55304-02-4	62867
55306-05-3	8652
55306-08-6	8041
55306-10-0	5515
55306-11-1	5514
55319-36-3	29679
55319-39-6	5512
5532-23-0	136458
5532-41-2	80835
55332-76-8	72849
55335-06-3	9682
5534-02-1	135815
5534-05-4	50894
5534-09-8	3002
5534-95-2	31974
5536-17-4	45327
5537-71-3	85131
55399-12-7	80720
55399-93-4	79079
554-00-7	46635
554-01-8	27551
554-12-1	89873
554-13-2	6504
554-18-7	135878
554-24-5	135828
554-35-8	16441
554-37-0	15834
554-52-9	1582
554-57-4	6822
554-57-4	94513
554-59-6	35663
554-62-1	46961
554-70-1	39971
554-71-2	135689
554-72-3	135130
554-77-8	33206
554-84-7	34346
554-88-1	5406
554-91-6	28066
554-91-6	71422
554-94-9	74120
554-95-0	46032
55406-53-6	83279
5541-67-3	134789
5542-28-9	17422
5543-57-7	87738
5543-58-8	87737
5545-89-1	87
55453-87-7	135102
55465-97-9	6697
55482-89-8	135185
55486-00-5	52020
55486-09-4	19226
5549-09-7	77361
55497-67-1	71171
555-03-3	48972
555-10-2	48741
555-16-8	66926
555-30-6	61058
555-37-3	7491
555-43-1	45956
555-44-2	77393
555-45-3	77391
555-55-5	36332
555-57-7	7930
555-60-2	3259
555-66-8	10138
555-84-0	82352
5550-12-9	132932
55505-28-7	87138
55508-42-4	7542
55511-44-9	53788
55511-98-3	82234
55512-33-9	81971
5552-13-6	134311
55520-20-2	4926
55520-40-6	18186
55524-25-9	70080
55528-30-8	15885
55528-90-0	80748
55541-30-5	135805
55557-01-2	82511
55557-02-3	82512
55557-30-7	51176
5556-48-9	28721
55560-96-8	63564
556-02-5	28479
556-03-6	18186
556-08-1	46171
556-22-9	82081
556-24-1	89832
556-27-4	2596
556-33-2	63961
556-50-3	17201
556-52-5	30966
556-61-6	78337
556-64-9	61112
556-67-2	25640
556-68-3	87984
556-82-1	16019
556-88-7	39179
556-99-0	36955
5560-59-8	53785
5560-69-0	135476
5560-72-5	135177
5560-77-0	59329
5560-78-1	135803
55623-37-5	70400
55634-91-8	81949
55648-20-9	34532
55659-75-1	4389
55661-38-6	7576
55662-66-3	29147
55673-89-7	81514
557-00-6	89725
557-04-0	9254
557-08-4	32313
557-20-0	51496
557-22-2	38226
557-24-4	29045
557-25-5	76503
557-27-7	81721
557-30-2	131408
557-34-6	62984
557-48-2	7610
557-59-5	28866
557-61-9	28243
55701-03-6	62528
55701-05-8	39308
55702-45-9	34225
55702-46-0	34222
55715-66-7	81279
55717-54-9	21500
55721-11-4	28818
55726-47-1	31537
55729-25-4	7626
5574-34-5	6689
5574-80-1	61632
55740-45-9	5479
55743-21-0	70663
55750-84-0	62771
55769-65-8	135851
55779-06-1	37923
55779-48-1	2311
557795-19-4	38940
5578-80-3	17130
55781-25-4	81450
55785-58-5	8115
55785-59-6	2516
55786-36-2	8279
5579-13-5	134831
5579-66-8	46550
5579-92-0	136000
558-13-4	47875
558-43-0	131845
55804-65-4	51941
55804-66-5	51940
5581-35-1	135924
5581-45-3	60906
5581-52-2	135218
55812-93-6	64512
55814-41-0	81823
55837-14-4	135203
55837-18-8	134908
55837-25-7	94538
55837-27-9	32015
55837-29-1	135758
55837-30-4	76201
55839-64-0	10122
55840-97-6	6519
55843-86-2	76249
5585-64-8	135648
5585-93-3	135565
55861-78-4	81742
55869-99-3	2735
5587-89-3	81496
5588-10-3	31830
5588-16-9	91768
5588-20-5	135965
5588-33-0	6780
55881-07-7	31846
5589-85-5	6947
5589-96-8	64206
559-49-9	2744
559-51-3	68094
559-70-6	10352
559-73-9	71575
559-74-0	5171
55905-53-8	92309
5591-45-7	9571
5593-20-4	31276
55930-44-4	133889
55937-99-0	135463
5594-02-5	35796
55945-73-8	68807
55945-74-9	68731
55945-75-0	68732
55949-38-7	53577
55954-61-5	8605
55955-07-2	2932
55963-78-5	85116
55963-79-6	32888
55976-90-4	57994
5598-13-0	34632
5598-38-9	73731
55981-09-4	94807
55985-32-5	7550
56-03-1	3095
56-04-2	82346
56-12-2	16865
56-14-4	30031
56-18-8	16841
56-19-9	64860
56-23-5	27385
56-25-7	64213
56-29-1	5706
56-33-7	34061
56-34-8	78161
56-35-9	81543
56-38-2	27928
56-40-6	15428
56-41-7	16977
56-45-1	17115
56-47-3	34671
56-49-5	34342
56-53-1	41922
56-54-2	28593
56-55-3	51348
56-57-5	16907
56-59-7	60564
56-65-5	15422
56-69-9	28171
56-72-4	3903
56-73-5	4170
56-75-7	17698
56-81-5	17754
56-82-6	5445
56-84-8	17053
56-85-9	18050
56-86-0	16015
56-87-1	18019
56-88-2	17482
56-89-3	16283
56-91-7	134774
56-94-0	4391
56-94-0	59719
56-95-1	81711
560-30-5	132667
560-53-2	80753
560-62-3	85549
560-66-7	34734
5600-21-5	58960
56005-10-8	65842
560121-52-0	81820
560130-42-9	71226
56022-14-1	3931
56030-54-7	9316
56038-13-2	32159
56046-17-4	83514
56050-08-9	4794
56054-62-7	51597
56073-07-5	80743
56073-10-0	81892
56073-32-6	89639
56079-20-0	53011
56084-15-2	81225
56092-63-8	9969
56092-81-0	63954
561-07-9	4384
561-27-3	27808
561-48-8	135425
561-51-3	5278
561-56-8	29598
561-65-9	16485
561-77-3	135367
561-83-1	134970
561-86-4	135188
561-94-4	4823
5610-40-2	9079
56109-24-1	87648
5611-51-8	9670
56110-59-9	33030
56124-62-0	135876
5614-64-2	52617
56143-68-1	9698
56157-97-2	47831
56162-46-0	88773
5617-32-3	44748
5617-92-5	81217
56180-94-0	2376
56183-12-1	81606
56187-47-4	131731
56187-89-4	48521
56197-21-8	583
562-10-7	82461
562-26-5	135550
562-28-7	15415
562-68-5	64833
562-74-3	78884
56208-01-6	135687
56211-40-6	9637
56219-10-4	84934
56221-98-8	6963
56238-63-2	3517
5624-26-0	28297
56245-67-1	73298
5625-37-6	44933
5625-40-1	65048
56253-90-8	76052
5626-34-6	135763
56261-28-0	6391
5627-00-9	132171
5627-05-4	23774
5627-46-3	135452
56275-39-9	17976
56275-39-9	61682
5628-99-9	51317
56281-36-8	135490
56283-52-4	81448
56287-13-9	134096
56287-74-2	31177
5629-60-7	81203
56290-94-9	135571
56293-29-9	2609
56296-78-7	5119
56297-79-1	70664
56299-00-4	7883
563-03-1	135674
563-12-2	38663
563-16-6	132182
563-24-6	135063
563-41-7	82532
563-45-1	77914
563-46-2	77915
563-47-3	82419
563-68-8	75192
563-71-3	86235
563-72-4	60579
5630-53-5	32223
5632-44-0	135035
5633-16-9	135475
5633-20-5	7856
5634-39-9	135062
5634-41-3	135444
5634-42-4	32237
56341-08-3	135325
5635-50-7	31669
56353-15-2	67249
56354-06-4	77273
5636-83-9	135222
5636-92-0	135768
56360-46-4	68618
56362-72-2	6348
56365-38-9	3368
56377-79-8	29657
5638-76-6	35677
5639-07-6	133695
56391-56-1	7528
56391-57-2	7529
56392-14-4	83478
56392-17-7	6906
564-00-1	51046
564-11-4	39016
564-25-0	50845
564-35-2	34133
564-36-3	4820
564-73-8	5759
564-87-4	16066
56420-45-2	47898
56425-91-3	81765
56430-99-0	135160
56432-02-1	27775
56479-63-1	60278
56480-48-9	28626
56480-48-9	33066
56484-47-0	81627
565-20-8	139473
565-33-3	135328
565-48-0	134806
565-60-6	77520
565-63-9	36431
565-69-5	89215
565-80-0	87754
5650-40-8	63553
56505-80-7	80815
56507-37-0	83448
5651-05-8	17778
56518-41-3	131726
5652-32-4	28839
5655-17-4	73858
5655-61-8	157
5657-17-0	132240
5657-19-2	82912
5657-19-2	133665
5658-12-8	30943
5658-13-9	32478
56595-17-6	80848
56599-97-4	75608
566-01-8	86381
566-03-0	1690
566-17-6	81256
566-24-5	88102
566-26-7	17500
566-27-8	42989
566-28-9	64294
566-48-3	75172
566-52-9	79557
566-58-5	81470
566-65-4	28952
566-75-6	34165
566-76-7	776
566-78-9	135579
566-88-1	17762
566-97-2	16608
5660-91-3	48304
56611-65-5	135142
56613-60-6	88550
5663-96-7	60295
5664-34-6	34955
56648-54-5	30132
5666-16-0	16048
5667-20-9	78235
5668-06-4	135360
56684-96-9	89061
56695-65-9	135266
567-02-2	34461
567-03-3	34461
567-35-1	55479
567-36-2	20056
567-61-3	17637
567-72-6	79859
56701-24-7	69088
56715-13-0	55352
56741-95-8	31307
56745-61-0	78816
56775-88-3	135357
56776-01-3	32272
56794-24-2	27534
56796-20-4	3489
56796-39-5	3490
568-01-4	6735
568-02-5	87355
568-21-8	6066
568-50-3	10285
568-53-6	10324
568-75-2	82559
56816-60-5	27778
5683-30-7	85487
5683-74-9	31595
56839-43-1	31540
56842-76-3	74021
56857-65-9	2513
56858-70-9	34267
56862-28-3	79968
56892-03-6	132225
56892-30-9	34286
56892-31-0	34124
56892-32-1	34132
56892-33-2	34149
56894-91-8	82408
56897-09-7	34893
56897-53-1	131429
569-16-4	8651
569-26-6	65035
569-41-5	48610
569-57-3	3641
569-58-4	87398
569-61-9	82303
569-61-9	87663
569-64-2	72449
569-65-3	6709
569-77-7	8647
569-92-6	80897
5690-03-9	75272
5696-09-3	135191
56961-47-8	34072
56965-02-7	63857
5697-57-4	79555
56973-26-3	88290
56974-61-9	31641
56978-14-4	29599
5698-50-0	89192
5698-52-2	47904
56980-93-9	94461
56983-23-4	63689
5699-41-2	17768
5699-54-7	15604
5699-54-7	72772
5699-54-7	86261
5699-58-1	2424
5699-58-1	15360
5699-67-2	75419
56995-20-1	94646
57-00-1	16919
57-00-1	57947
57-03-4	14336
57-04-5	16108
57-06-7	73224
57-08-9	134808
57-09-0	3567
57-09-0	39561
57-10-3	15756
57-11-4	28842
57-12-5	17514
57-13-6	16199
57-14-7	18853
57-15-8	134813
57-22-7	28445
57-24-9	28973
57-27-2	17303
57-30-7	8070
57-33-0	7984
57-39-6	82556
57-41-0	8107
57-42-1	6754
57-43-2	2673
57-44-3	31252
57-47-6	27953
57-48-7	15824
57-48-7	48095
57-48-7	37721
57-50-1	17992
57-53-4	6761
57-55-6	16997
57-56-7	28306
57-57-8	49073
57-60-3	15361
57-61-4	34350
57-62-5	27644
57-63-6	4903
57-64-7	27953
57-66-9	8426
57-67-0	94621
57-68-1	102265
57-71-6	4480
57-74-9	34623
57-83-0	17026
57-85-2	9466
57-87-4	16933
57-88-5	16113
57-91-0	17160
57-92-1	17076
57-95-4	9774
57-96-5	9342
57-97-6	254496
570-14-9	139217
570-19-4	4943
570-23-0	89327
570-30-9	87593
570-52-5	34353
570-63-8	88098
570-74-1	28810
570-78-5	34355
5700-49-2	81719
57006-87-8	87383
57010-31-8	35016
57018-04-9	81731
57018-52-7	82413
57021-61-1	134986
5703-24-2	28111
5703-46-8	48426
5704-04-1	39063
5704-05-2	58245
57041-67-5	4445
57044-25-4	18664
57052-04-7	82229
5706-85-4	35164
5707-55-1	27978
5707-69-7	82071
57072-36-3	60193
57084-16-9	10575
57090-45-6	18663
571-20-0	18329
571-22-2	2150
571-31-3	89524
571-36-8	83865
571-40-4	133930
571-58-4	48609
571-60-8	34063
571-61-9	48608
571-72-2	9395
571-74-4	9131
571-75-5	16274
57100-28-4	9220
57103-57-8	16470
57109-90-7	3761
57109-90-7	3762
5711-40-0	135179
5711-69-3	48944
57117-31-4	81508
57117-41-6	81507
57117-44-9	81511
571170-77-9	135942
57119-12-7	29651
571190-30-2	85993
57128-91-3	5980
57129-69-8	48569
57129-71-2	89744
57130-91-3	82085
57132-53-3	76263
5714-00-1	2402
5714-73-8	6825
57149-07-2	31891
5716-20-1	31251
5717-81-7	62040
57173-68-9	15577
57186-25-1	34907
5719-85-7	63799
57194-69-1	89729
572-03-2	8329
572-30-5	65460
572-41-8	37470
572-76-9	132749
572-93-0	37503
572-96-3	28433
57206-23-2	52861
57206-54-9	8418
5721-91-5	35000
5722-48-5	50456
5722-80-5	41710
57226-61-6	73410
5724-81-2	19092
5725-91-7	34480
57262-94-9	135076
57268-80-1	53654
5728-52-9	31597
57289-07-3	77434
572924-54-0	79700
572924-54-0	82677
573-01-3	134997
573-13-7	6376
573-20-6	31164
573-35-3	18297
573-40-0	8779
573-56-8	39357
573-58-0	34653
573-98-8	34052
57303-98-7	81629
57304-00-4	81630
57308-24-4	3531
57308-51-7	3396
57333-96-7	32176
57361-88-3	15802
57369-32-1	45141
57375-63-0	82187
57376-72-4	33991
57377-32-9	5826
57381-26-7	93307
57397-80-5	66821
574-00-5	17435
574-12-9	18220
574-17-4	16050
574-77-6	135171
574-84-5	5169
574-93-6	34921
574-96-9	28091
574013-66-4	80003
5741-22-0	134974
57423-71-9	69019
57429-74-0	50451
5743-12-4	31332
5743-26-0	59199
57432-61-8	6874
57444-60-7	8810
57444-62-9	8809
57456-98-1	16182
57458-60-3	15493
5746-02-1	39153
5746-04-3	53014
5746-24-7	133390
5746-40-7	74951
5746-57-6	16221
5746-59-8	84874
5746-90-7	37245
57460-41-0	135533
57465-28-8	34317
57470-78-7	31385
57475-17-9	135701
5749-48-4	29445
57498-84-7	4770
575-37-1	48612
575-41-7	48614
575-43-9	34065
