Secondary	Primary
45877	15891
4588	28703
45884	45887
4589	28333
45893	45895
45896	27574
45897	45900
4590	16505
45901	28865
45902	273574
45904	45906
45916	45919
45917	17748
45918	17748
45921	45924
45922	16094
45926	17013
45930	45931
45933	28864
45935	16398
45936	16398
45938	48522
4594	23781
45940	45942
45943	31596
45949	45951
4595	28926
45950	28177
45954	131194
45955	37525
4596	17874
45970	9516
45973	9421
45975	45996
45977	45979
45978	45980
4598	17941
45983	16857
45988	16828
45989	45903
4599	16785
45990	16398
45992	16398
45995	45996
46	15403
460	28049
4600	70453
46005	35490
46008	46010
46009	48549
46013	17013
46017	17821
46018	46020
4602	101278
46022	46024
46028	27849
46029	29688
4603	645509
46030	46032
46031	28890
46034	28261
46036	17013
46043	46045
46046	9439
46048	16656
46049	46050
46051	46053
46057	53608
46061	18075
46065	36946
46066	46127
46069	15635
46070	17895
46074	46127
46075	9652
46076	46077
46078	46215
46079	46081
46086	16828
46088	46090
46096	46097
461	37632
46104	35998
46108	15708
4611	17437
46110	45903
46113	46117
46114	15774
46118	16031
46119	45903
4612	28262
46124	46127
46125	16828
46136	16525
46138	9737
46146	16613
46148	46149
4615	15486
46150	17658
46156	6631
46157	16765
4616	16057
46161	17895
46165	16450
46168	46172
4617	28473
46175	18077
4618	17170
46182	17857
46188	46209
46189	37574
4619	16223
46191	46195
46196	15768
462	37633
4620	15890
46200	46215
46207	46858
46211	16551
46213	46217
46218	46437
4622	17081
46222	46127
46224	46127
46225	16828
46228	46229
46231	46234
46241	46245
46243	16264
46247	28070
4625	15551
46250	46163
46258	75261
46259	28895
4626	47885
46260	16082
46262	15350
46268	17649
4627	74023
46270	46272
46282	16414
46283	28940
46285	67168
46286	17622
46287	16264
46288	17622
46289	16450
46291	21412
46292	46254
46293	16450
463	37634
46301	46254
46303	46857
46306	28869
46308	16977
46309	17200
46310	46215
46313	30943
46315	16632
46318	46322
46320	17957
46329	46331
46332	37023
46333	74773
4634	46761
46340	46384
46341	46342
46343	46345
46346	35619
46347	46470
46351	28179
46352	18261
46358	46360
46362	16695
46375	17568
46376	16414
46377	17712
46379	16199
46381	16695
46382	16695
46385	16695
46386	16704
46387	17933
46390	40154
46391	16704
46392	30817
46393	18385
46395	9997
46397	46398
464	37635
46402	17659
46405	46409
46413	46414
46418	16414
4642	16014
46425	50464
4643	15949
46434	46217
46435	17823
46436	9139
46439	46442
4644	18054
46447	27375
46452	44065
46455	17775
46460	16704
46462	46545
46463	16704
46472	46589
464745	31515
46484	16414
46485	17660
4649	36484
46497	46502
465	37636
46500	18222
46509	18145
4651	45758
46510	46511
46514	17140
46522	17151
46531	46534
46536	518305
46538	28161
4654	36233
46544	46546
4655	15955
46554	15902
46556	50885
46560	74847
46568	35288
46569	46570
46588	46589
46591	7489
46595	28518
46596	2955
466	37637
46607	50663
4662	17456
4663	28059
4664	18320
4665	30412
46655	48093
46656	48092
46657	8029
467	37638
4673	28125
467325	244418
4675	28817
4677	16759
4678	28878
4679	27836
4680	30805
46813	55373
4684	67357
4686	16091
4687	17298
4688	17198
4689	15812
4690	17624
4691	15750
469179	7959
4692	15926
46925	47032
4693	16214
469386	4513
4694	15809
4697	17891
4699	16852
46999	47013
47001	47002
47036	49537
47063	42020
47078	34264
47081	47083
47092	47563
47094	33216
471	18350
47121	36635
47128	28818
4713	50845
47135	47136
47139	48405
47146	47147
471487	31503
47157	140077
471574	404903
47159	28747
4716	66964
471711	43295
471714	209807
471737	16750
472	16130
47210	2639
47215	47217
47222	16027
47226	41002
47228	50924
472443	8232
472593	37943
472656	3478
47270	49366
47271	86290
4729	30270
47292	81908
47297	50743
473	27841
4730	17745
4731	27639
47327	17698
47328	47853
47330	3655
47331	3745
4735	42191
47359	47780
47361	31448
47362	17361
47378	47379
47380	47381
473847	600520
47387	47546
47390	47548
473919	478164
47393	47781
47396	119486
473970	149836
47399	4803
474	16598
47401	47402
4741	16688
4742	17551
47424	48095
47425	47426
47449	16192
47450	17345
47477	101085
47494	18345
47498	47499
475	28959
47501	17202
47506	62940
475140	8232
475161	40618
47536	47537
475381	490877
47545	47546
47547	47548
4756	27592
47562	47563
47569	30021
4758	251408
47580	35434
47581	47585
47584	47585
475853	35607
47589	15927
47599	47600
476	44975
4760	119486
4761	41948
47611	47612
4763	15527
47635	37595
4764	28364
47650	556075
47652	556075
47675	16503
47676	28454
47680	160129
4769	17067
477	18082
47700	164200
47708	90748
47711	17013
47713	472552
4772	520527
47721	16695
47722	17622
47734	49488
47765	47766
47792	50723
478	27785
478132	600103
4782	42223
478255	600103
4795	70378
4796	157175
47971	48374
47972	47977
4799	28855
48	28603
480	16746
4801	15407
4802	541975
48037	48039
480431	3642
48067	49728
48072	48374
48084	48553
48091	48551
481	17527
48118	55502
4812	32955
481318	7489
482	16164
48221	48373
48227	48349
48239	182290
4824	18249
4825	16933
4826	4562
483	28222
4831	28709
4832	28412
48348	48405
4836	28792
48387	18346
48389	48408
484	17253
4840	17113
4841	42355
4842	28196
48421	48669
48424	33196
4843	42355
4844	28331
4845	28239
4847	27977
4849	17063
485	27670
48505	15963
4852	490095
48534	48635
48564	48566
48580	48581
4859	35701
486	17501
4861	37735
4862	17160
4863	15822
48636	324935
4864	16469
48644	48649
4865	36489
4869	27974
487	27993
4870	17263
4871	17474
4872	28919
487491	5722
48760	29108
48763	16223
48764	48765
48770	28830
48773	48775
48780	48782
48785	48786
48787	48788
48789	48790
4879	16236
48791	28854
48792	48793
48794	48796
48799	17361
4880	16000
48800	50728
48801	32875
48802	27888
48804	17996
48807	18230
4881	17553
48810	48811
48812	48814
48818	48819
48820	17439
48827	48828
48829	16526
48831	28115
48846	48935
4889	28707
489	16538
4890	16641
4891	16036
4894	18119
489640	3216
4897	15862
48971	48721
4898	16101
4899	18153
489955	31398
490	18363
4900	27561
49001	49002
49025	49026
49047	49049
49048	49049
4908	37451
49082	18315
49083	132623
491	17670
49129	49132
49142	49143
49144	49145
49147	49148
49149	49152
491503	29476
49157	49164
49184	49185
49196	62071
492	16599
493	17615
49321	49327
49343	49974
49353	49359
49357	40460
49358	49364
49360	18095
49361	49366
49369	30747
49372	49375
49377	49382
49383	585948
49387	16587
494	28874
49405	38855
49406	27592
49408	49410
49409	49414
49413	49415
494206	53766
49421	49423
494229	50438
49433	49435
49445	49446
4945	28756
49463	49464
49467	49468
49469	49470
49476	49477
49479	15930
49480	49482
49481	49484
49487	49488
49489	49491
49494	37136
49495	49496
495	17815
49508	49509
49511	49512
49513	49514
49515	15858
49518	49519
49535	49537
49543	49544
49545	33076
49546	49547
49548	49549
49550	29036
49551	49552
49554	17435
49557	27789
49559	18155
4956	16238
49561	28335
49562	16633
49565	49566
4957	17877
49570	27708
49572	28006
49574	49575
4958	61049
49582	49584
49587	49588
49590	49591
49592	28265
49593	17051
49595	29034
49596	49597
49599	29033
496	28534
4960	17621
49600	49601
49602	49603
49604	43034
49606	28412
49609	15522
49617	49618
49619	49618
49630	49631
49636	49637
49638	49639
49640	16793
49642	49644
49645	49646
49647	49648
49649	49650
49657	24809
49658	49659
49660	49662
49663	49664
49665	49666
49667	49668
4968	28954
49685	29103
49698	16382
497	27789
49700	49701
49705	49706
49708	49709
4971	69236
49711	49713
49717	32111
49723	49727
49724	49728
49729	28886
49730	38682
49736	18420
49738	49739
49743	29041
49744	49746
49745	49747
49749	29035
49750	28685
49756	50730
49766	29101
49768	49773
49772	49773
49774	6942
49777	16008
4978	28600
49783	28938
49785	49786
49787	32171
49788	49789
4979	28562
49790	49791
49792	49793
49797	49798
498	28564
4980	17961
49803	49805
49804	49807
49808	49809
4981	67897
49810	35434
49811	49812
49814	15535
49817	28814
49818	49819
49820	16509
49821	17642
49822	49823
49825	49826
49827	49828
49831	49832
49835	49836
49839	49840
4984	35366
49841	52672
49843	16634
49844	49845
49846	49847
4985	28868
49850	49851
49857	49858
49861	49862
49866	49867
49869	49870
4987	37554
49876	50519
49879	49882
49880	49883
49891	35104
49894	28790
49899	49900
499	18155
49901	49902
49904	28520
49906	49907
49914	49916
49918	36386
49919	49920
4992	28163
49927	49928
4993	28199
49931	49932
49933	15765
49935	49936
49939	45931
49941	28001
49946	49948
49954	49955
49959	49960
4996	585948
49961	49962
49966	28846
49972	29105
49973	49974
49977	49978
49979	49980
49982	29105
499968	3176
5	15399
50	28785
500	30912
501	28516
50101	50102
5012	119915
50124	50125
50136	55322
50165	50166
50195	50197
502	16850
50203	28508
5021	15719
50216	50235
50227	50233
5023	16078
50230	50232
50234	50750
5024	16748
5025	18097
5026	15991
5028	16951
5029	16448
503	17372
5030	15691
50304	50324
5031	17423
5033	15983
50333	63944
503465	3558
5035	15910
5036	16762
5037	16518
5038	16928
50380	38317
504	16100
5040	15856
5041	16707
50419	36078
5042	17714
5043	17373
50449	50450
5045	78274
5046	17620
5047	15511
50474	50475
5048	18196
505	17212
505364	4315
50546	50547
50581	50584
505944	8232
50597	50599
506	28565
50600	50601
50628	67239
5064	42567
506520	3084
50669	50670
5071	27590
50721	50722
5073	30527
5074	15780
5075	28908
50757	52464
5076	42491
5077	47916
50778	24676
5079	28183
5080	16816
5081	28321
5082	27687
5083	16658
50839	50841
5084	17952
50840	53802
5085	16816
50870	52640
50895	124991
5090	75984
50911	50910
50933	31998
50974	52831
50975	52832
5099	46081
510	27517
51009	28980
5101	50885
51062	2679
51096	51097
511	17676
5110	16904
5111	17922
5112	28266
5113	17051
5114	30775
5117	28826
51242	51246
51279	51280
51332	51334
5140	27470
5142	16842
5143	16397
5144	27985
5145	30751
5146	18088
5148	16729
5149	28736
515	18365
5150	15522
51506	615597
5151	29328
5152	28613
5153	16552
5154	36575
5155	28904
5156	18377
5157	16314
516	27936
51606	228275
5161	141644
517	18393
5172	28757
5173	18105
5174	37515
5175	37516
5176	28614
51796	51797
51798	28455
518	47777
5182	33984
5184	27865
5189	48635
51894	52781
519	15725
5190	18012
51900	228275
51904	3303
519358	46414
5198	47426
52	28261
52008	52010
5201	29013
52034	52781
5205	18006
52056	18216
5207	27938
5208	27731
52085	52127
52089	52109
5209	28175
520984	421707
521	28536
5210	28648
5211	28424
521157	27701
5212	17552
5213	28439
5214	16955
5215	27719
521550	51403
5216	28530
5217	17661
5218	16097
5219	27886
522	27734
5220	17466
5221	17009
5222	18038
5223	17383
5224	16800
52249	46229
5225	15820
5227	15681
5228	17345
52287	52449
5229	27515
523	28100
5231	27691
52319	52360
5232	28058
5233	28541
52332	17152
5234	15996
5235	43000
52361	17038
52365	52392
52369	52976
5237	42797
52370	52977
52390	52450
524	29111
52403	15934
52418	52979
52419	52980
5242	17292
52420	52426
5243	28221
52437	495639
5244	27383
5245	22788
5246	28007
5247	28648
5248	27703
5249	37165
525	17631
5250	30852
5251	16813
5252	28663
5253	16883
5255	27680
52559	52603
5256	28260
52561	17504
52566	52603
52573	52639
52577	76583
52579	52640
5258	18390
52580	50728
52586	17810
5259	15754
525912	421707
526	27766
5260	24174
5261	33830
5264	42944
5268	30778
527	18914
52714	52715
5273	465284
5274	28892
5275	27587
52772	27372
52777	52831
52779	52832
527887	15414
528	17292
5282	17037
5284	27776
52871	35951
529	18915
529204	17015
5295	175901
52951	59241
52952	52982
52956	52976
52957	52402
52959	52977
52963	52979
52964	52980
52969	15532
52981	52982
52983	59267
52992	52993
529982	28593
530	37671
530001	600520
53002	64645
5302	28088
53024	15469
53029	11230
5303	27514
530451	7569
5305	75718
53052	12194
53054	17049
5306	17833
530609	55552
53068	52965
5307	28418
5308	28417
5309	27412
53096	38132
5310	27784
5311	28292
5317	28981
53178	53310
5318	28066
53180	26660
5322	28508
53230	46793
5327	16980
5329	17447
533	16453
5330	15523
5332	17211
5333	28615
5334	46762
5335	48861
533643	600520
533785	600520
5340	28833
5341	27717
5342	15610
5343	28731
53433	35896
5344	28153
53441	34288
5345	27742
5346	28040
5347	28211
5348	27531
5349	27433
53491	53467
535	28286
535597	34687
53575	16813
5359	77148
536	28618
5360	67986
53605	87075
5361	67987
5365	28503
537	16652
5377	29029
5378	27414
538	28677
5388	18259
5389	16636
539	18094
5392	37163
5393	17301
5394	17849
5398	29028
54	15386
541	37581
5410	17020
5418	17234
5419	16063
542	27418
5422	18368
5423	16561
5424	24293
5425	17127
5426	28302
5428	17856
5429	17707
543	17593
5430	15497
5431	18237
5432	28300
5433	29166
5434	17859
5436	15524
5437	16856
5438	16613
544	17995
5442	16721
5443	17565
5444	16470
5446	17138
5448	17754
5449	16597
545	17571
5450	16221
5451	17270
545296	3900
5453	16016
5454	16108
545432	28193
5455	27894
5456	37739
545774	28819
5458	28076
5459	30966
546	27857
5460	15428
5463	36274
546332	48741
5464	17687
5465	27471
5466	28087
546637	542606
5467	28720
546779	9242
5468	28141
546804	28037
5469	28704
547	15447
5470	27927
5472	16665
5473	30742
5474	17071
547448	31508
5475	17497
5476	33563
5478	24396
5481	17089
5482	15985
5483	17904
5485	16124
5486	15995
5487	16781
5488	17498
549	16715
5492	15923
5493	17089
5495	18085
5498	24402
5499	16527
549953	16566
55	15387
550	16070
5503	29156
5504	17201
5505	16462
5506	27400
5507	30853
5508	15939
5509	16891
5510	27744
551341	31399
552	29064
5524	28086
552470	9688
5526	28584
553	17641
5531	28948
553538	4884
55386	73478
55397	16870
554	18340
554019	4315
554084	4392
55420	55424
55439	62190
554519	4670
554578	3510
5546	27779
5549	28591
555	17708
556	27912
5560	16344
5561	17175
5562	32963
5563	16235
5564	16750
5565	17633
556513	28895
5566	16690
5567	28072
557	28144
558	16662
5581	46707
5584	15378
5585	15377
5586	16240
558729	3499
5589	17544
559	17914
5590	17883
5591	43451
5594	16234
5598	17137
5599	18140
56	15385
560	27380
560465	37943
5605	16042
5608	16277
561	27961
562	16968
5621	28172
5622	27943
5624	28121
563	17832
564	15785
5645	28271
565	29112
5651	17627
5652	36073
565356	31468
5655	50385
5657	27640
566	29112
5661	28815
566122	28819
5662	17421
566263	31398
5663	18137
566395	2682
5664	28304
5665	27619
5666	28491
5667	28698
5668	17831
566816	37943
5669	17174
567	17007
5670	36190
5671	16148
568	15797
5680	27808
5681	28230
5682	28775
568373	567361
568541	543841
5688	16966
5689	27521
569	16986
569215	15854
569217	27470
569365	4551
5694	28415
569423	553542
5695	17600
5696	16125
569732	34283
569763	3738
5698	24547
57	15398
570	29081
5702	30776
5703	27540
5709	18133
571	17134
5710	24588
5713	16170
5714	16793
572	18319
572327	593538
5725	18089
573	18406
5732	75902
5733	27570
5734	15358
5737	17003
574	18381
57419	15574
5742	51232
57420	15575
5744	18343
5745	18070
57489	15734
5749	27747
575	28413
5750	28050
57500	15754
57507	59458
5751	17230
5752	17485
5753	74960
57546	15866
5755	44747
57550	15876
5756	30903
57573	15934
57574	15936
5758	545959
57591	15963
576	28208
5761	51963
57622	16055
57624	16059
57625	16062
57636	16091
57645	18915
57648	16124
57659	17796
57675	16198
57686	16222
57687	30624
57696	16250
577	16805
5771	70549
57717	16289
5772	16336
57725	11901
5773	27612
5774	28297
57748	29747
57749	16361
57765	18057
5777	15571
57786	16478
57789	16485
57793	16496
57796	59513
578	37754
57802	9407
57816	60068
57821	58086
57827	16587
5785	18276
5786	18407
57860	16689
5787	16136
5788	17926
57881	16751
57884	36234
5789	27914
57898	16789
579	28162
57910	35372
57911	16827
57913	59338
5793	17594
5794	28559
57941	16895
57943	16901
57944	16907
5795	27786
579539	15782
5796	27957
57960	38439
57961	37448
5797	15362
5798	50413
5799	28877
58	27429
580	16994
5800	18316
58019	17122
5802	15526
5803	27786
58036	85101
5804	24702
58049	73315
58054	60039
5806	15429
58063	17227
580746	601027
58076	17251
5808	16513
5809	16645
58094	17294
58108	51356
58120	60377
5813	30841
58134	17411
5814	35350
5816	44423
58167	17500
58197	17581
58198	17587
5820	46750
58204	17609
58208	17617
5821	16976
58216	62490
582189	543841
58221	17650
58235	29746
58250	17723
58258	65304
58267	17117
58281	17810
58288	17832
5830	28486
58300	17863
583079	581177
58316	17897
58317	17899
58327	17937
58338	17979
58347	18004
58350	18018
5836	67486
58362	18057
583720	543745
5838	18210
5839	16668
58397	78445
584	16999
5840	16209
5841	17368
58428	11449
5843	36378
5844	29026
5848	17808
5849	17202
58491	16157
58492	17773
58493	17886
58494	17796
584977	22907
585	15726
58508	57255
5851	16039
58512	16808
58597	58456
58598	64771
586	17848
58617	50539
58625	30041
58626	30042
5863	147675
58634	17271
58643	16064
58646	29006
58651	59437
58653	33020
58654	17767
58656	16501
58657	29067
58662	35681
58663	15755
58664	36252
58666	36702
58676	37623
587	17504
587000	4821
58701	60059
58707	17360
5871	17406
5872	16069
5873	27487
5874	27398
58740	58739
5875	16974
5876	28182
5878	50616
58789	49191
5879	471744
58791	49195
588	29017
5881	47499
58814	50256
58823	50518
58829	59505
58857	71502
58873	51972
58880	52070
58888	52317
58889	52318
589	28914
5891	16697
5892	17404
5895	16700
589537	7947
5898	44032
589942	367163
59	15388
590	16975
5900	16881
5901	38958
59011	37480
5902	18086
59027	27642
5903	28311
59032	254496
5904	16031
5905	16411
5906	17990
5907	17990
59073	8435
59076	27707
5908	15711
5909	28238
59093	37637
591	17504
5910	17890
5911	28071
5912	27406
5913	28626
59133	55394
59134	104011
5914	33070
5915	18299
5916	17282
5917	29750
59172	17785
5918	49662
5919	17840
59192	15802
592	16617
592277	520527
59239	43892
5925	27495
5926	18036
59264	52982
5927	17596
5928	28505
593	16903
5930	18345
59351	28992
594	17555
5943	16751
59434	16556
59438	58650
59439	58649
59447	16064
59448	16501
59449	29006
59450	16157
59451	17886
59452	36252
59453	15755
59454	17773
59456	57632
59459	58452
5946	16382
59460	58424
59461	17271
594665	36242
5947	17606
595	36707
59504	16808
59506	58524
59507	58594
59508	58587
59509	58554
59510	58526
59538	41539
59542	64637
59547	11515
59548	57258
59550	18337
59551	58453
595841	28593
596	16291
59603	16086
59645	379896
596826	37943
596903	27701
597	37296
597110	34650
597111	37943
597286	28593
5974	18248
5976	30408
5978	27539
59796	57643
5984	28106
598653	31448
599	18270
59901	34543
5991	28638
599509	474180
5997	17582
5998	30887
6	27743
600	28894
60024	18151
600437	9139
600596	37943
6007	18224
601	18382
6010	27794
6012	27945
6013	18220
6014	18174
6016	28604
60170	28053
6018	28791
60181	17785
60182	18217
60198	21437
602	18244
6022	310312
60259	17476
6026	28189
6027	27649
602929	15854
603	17106
60301	35930
60309	38406
6033	16483
60336	32838
60339	50650
6034	17965
60340	40574
6035	28596
6036	18165
603695	7476
6037	16584
60378	73003
6038	17293
60394	58909
604	18244
6040	28853
604175	543745
604323	28593
6045	15739
60450	59581
60452	528825
6046	4495
60469	53028
60496	17439
60497	776
605	15850
6050	17889
60503	60357
605090	490095
605091	4379
6051	16092
60515	55376
60518	59045
6055	15413
605605	4046
6057	18200
6058	28046
60583	26605
60593	86323
606	16181
60626	60611
60642	32982
606443	3504
606444	560555
606519	744019
606590	31624
6069	28484
607	17928
6071	17379
60715	60634
6074	30838
60749	19569
6075	15528
60750	37671
60751	18179
60793	15622
60794	29028
60795	17660
60796	24966
60797	60643
60806	28066
609	18053
60934	24591
60939	17151
60942	15632
60950	52449
60953	26377
6096	27493
610	19030
6100	28499
61003	16814
6105	16823
6106	17630
61068	40304
6107	28098
6108	28185
61083	58178
61103	57923
61105	57658
61124	59573
61161	27748
611801	595389
6119	18331
612	28885
6122	650657
6124	24960
6126	47519
61262	59526
6127	17087
61299	17631
613009	17716
6131	24978
6132	18221
6135	16832
613592	27480
6136	17529
61394	58123
6143	28521
61447	58769
6148	28683
6150	28293
6152	16845
615239	3013
6153	16303
6154	48950
6155	17355
61554	27422
6156	16944
6157	28030
6158	15885
61584	17832
6159	28245
6160	17342
6161	37023
6162	17917
6164	18164
6165	28936
61659	15467
6166	15334
6167	18188
6168	15512
616834	609827
6169	27809
616935	4551
617	17056
6170	16342
6171	16977
61719	60530
6172	17732
6174	28718
6175	15705
6176	28455
6179	16501
618	28555
6180	17100
61802	61821
6181	17535
61823	61042
6183	35423
618361	4474
6184	18403
6185	16467
6186	27621
6187	18412
6188	17518
6189	18366
619	27454
6190	17530
6191	17196
61913	51006
6192	29265
6193	17053
6194	18051
6195	29151
6196	29158
619601	10110
6197	16316
620	16421
6201	17159
6202	16347
6203	16349
6204	28231
6205	17482
6206	17285
6207	17561
6208	29152
62082	19982
62083	53651
6209	16283
621	28354
6210	27956
62106	35930
62108	60243
6212	15772
6214	27913
6215	30249
6216	28120
6217	17291
6218	28319
6219	17617
621961	623918
622	16493
6221	17464
6222	42905
62229	60047
6223	28789
6224	16015
6225	17232
62253	45410
6226	28575
62261	59388
6227	18050
62272	61610
622763	27509
6228	16127
6229	28296
623	62919
6230	17798
6231	29165
6232	29157
6233	27975
6234	27636
6235	16154
6236	17587
62369	60998
6238	28378
6239	27676
624	28779
6240	15971
6241	16255
6242	16996
6243	29155
6244	17443
6245	17588
6246	15699
62468	546807
6247	17486
6249	18202
625	17110
6250	17796
6251	27890
6252	28481
6254	27374
6255	17191
6256	29160
62569	36528
6258	16946
626	16143
6260	15603
6261	16661
6262	16624
6264	18019
6265	17342
6266	29017
6267	16047
62670	37153
6269	28480
627	18060
6271	16643
6272	17016
6273	28490
62730	1233
6274	16635
6275	16417
6276	18347
62773	18504
6278	18314
62782	60187
6279	18102
628	28781
6280	15729
62800	61147
6281	17490
6282	17295
62829	57649
6283	29153
6284	30913
6286	17203
6287	29154
6288	17937
6289	16935
629	27712
6290	17357
6291	17937
6292	16055
6293	17897
6294	17892
6295	16880
6296	17666
62960	61561
62966	38500
6297	27760
62977	60188
6298	16633
630	17770
6301	17115
6302	15829
6303	16542
6305	29162
6306	48649
6308	16857
63089	40274
6309	29163
6310	16828
6311	16533
6312	29159
6313	17895
63138	60188
6314	17215
6315	18103
6316	17537
63162	27692
63172	63114
6318	29161
6319	29023
632	15664
6321	16414
6322	29164
63225	2956
6323	48092
6324	18118
6325	17979
6326	17399
6327	28566
63279	16126
6328	16593
633	28091
6330	27855
63301	16838
63306	63260
6333	37493
6334	47980
6335	28456
6336	16795
6337	28745
63388	16723
63393	33950
634	36108
6341	16026
6349	18419
635	15790
6351	28358
6353	36219
6354	28339
63549	17013
6355	37986
6356	15529
63572	64275
63586	4031
63588	4907
63600	31441
6361	28932
6363	18411
63636	6909
6366	63577
637	28733
63713	50388
6374	16521
63793	50648
638	27753
63819	34477
6387	17269
63888	61799
639	17963
63901	165
63903	50043
63915	36707
6392	15521
6393	27422
6394	16759
6395	44401
6396	28246
63967	34130
6397	27889
63972	34490
63973	34450
6398	28857
6399	28913
63997	63579
640	17472
6400	28441
64010	16967
64015	64011
64040	44337
64058	41500
6416	15758
642	18083
6420	15651
6421	15647
6422	16978
6423	28666
64233	50246
6424	15650
64242	59560
6425	27491
6428	63597
643	16020
6434	28796
64346	44212
64380	57262
64388	11750
644	28104
6440	63598
64407	27838
64430	62457
64470	69403
64472	69404
64478	17593
645	28380
64501	77506
6454	18131
6455	28620
6458	28866
646	16797
6460	27733
64605	49601
64613	57643
64614	58168
64617	16692
64619	61444
6462	28912
64625	51078
6463	15384
6464	17219
6465	35672
6466	16419
6467	16226
64671	62885
64680	17429
64698	37024
64699	16271
647	27435
6470	16441
6471	28004
64710	33822
64715	58444
6473	32888
64764	57262
6477	63607
6479	17351
6480	15530
64805	27676
6481	27629
64843	60520
6486	18059
6487	28893
64880	17848
64881	58293
64895	64784
649	27395
64903	64900
64906	35821
6491	17460
6492	16494
64923	64916
6494	16412
6496	28640
64960	52371
650	15723
6500	15804
65005	6698
6501	28777
6502	70649
65033	65034
65038	62250
65039	62245
65062	65048
6509	48723
65093	64743
651	17473
65103	58856
65104	50998
6512	30632
6513	15771
6515	27799
6516	16585
6517	116278
65177	41480
65187	28132
652	18028
6522	29122
65227	59690
6523	33184
65230	139067
6524	17135
6525	17176
6528	15904
65284	75185
653	15850
65325	17739
6534	18378
653800	3139
654	17106
65403	2631
6544	40303
6545	16611
6546	17086
65477	3008
6548	50841
65481	7638
65491	3087
655	15834
6551	27774
6552	51052
655598	495055
6558	17706
656	18427
656032	29509
6561	17781
656608	3216
6569	28193
65695	3960
657	16546
6571	69744
65723	41977
6573	28012
65731	4354
657397	3720
6576	28838
6577	27448
657741	3720
6578	15864
658	16546
6580	37645
658070	209807
6581	16559
6582	27994
6583	18128
65841	4778
6585	27917
658566	4562
658576	8489
65872	4916
6588	27603
65880	5638
65882	4932
659	17935
659237	4877
6596	15948
65965	5353
659853	37943
66	27415
660	16188
66014	5721
66015	10447
6606	16961
66062	65366
66070	5885
6608	15828
6609	17911
661	28610
661238	3048
66141	6116
662	16056
6621	91030
6622	17101
66245	40322
6626	17371
66271	31504
66274	31505
66283	8691
66301	540787
66307	8881
66324	10041
66342	32277
66345	9915
66347	28545
6635	18420
6638	15431
6639	15432
66390	31850
664	15799
66468	9110
6648	27620
665	28468
6652	29045
6653	18300
66536	9368
665397	126237
6654	16072
66546	10429
6655	30859
6659	28334
6660	30794
6661	15531
6662	17330
6663	17155
66635	7622
666483	3696
6666	18398
6667	27445
6668	17306
6669	15703
667	27528
6670	15703
6671	28460
6672	27931
66743	8048
6675	75030
6677	28382
6678	28405
6680	16910
668067	12257
6681	18291
6684	28808
6685	27409
6686	16899
6687	28085
668806	490877
66885	17664
66921	76617
66935	67140
67	29109
670147	3732
67038	24346
6708	28925
67131	16091
67170	48422
6718	63609
67180	63273
67181	48643
67184	51961
672	16152
6724	27915
6727	25179
67295	65954
673	16851
6730	16796
67300	38471
6732	27527
6733	28053
674	17283
6742	28876
6744	17461
6745	16420
6747	28869
6748	18151
6749	16374
675	17526
67550	65646
67552	4946
675746	1148
676	16500
67612	68743
67613	68744
6766	41218
6767	16208
676808	17576
677	16749
6772	16600
677358	45075
6774	27969
6776	28346
67787	66292
67788	66293
678	18348
67809	28641
67812	9168
678172	4877
67838	4629
6788	33521
67886	87755
6789	38161
679	16749
67925	5186
6793	83332
68	29110
680	17543
68052	9442
68084	69431
681	16787
6811	16183
6813	27376
6814	16007
68140	5776
68146	10353
6815	17448
6816	17790
681819	4728
682	49015
6826	28083
6828	50673
6829	16811
683	36761
6830	16107
6833	102216
68331	27725
6837	44185
68382	2873
684	16352
68427	62990
6844	28887
6848	15581
6850	28444
68547	17392
68548	15701
6855	17540
6858	28398
686	18275
6860	27642
6861	28786
68615	60654
6862	17512
6864	16830
6865	29852
6866	17826
6867	28693
6868	29323
6869	28115
68693	62874
68695	64976
687	18369
6870	27833
68711	66178
68718	67611
68728	556075
6873	10790
6875	17158
6876	16628
68771	68980
68772	68981
68773	68982
6878	16093
6879	15929
68791	38167
688	18428
6880	43931
6881	30860
6882	16625
6883	28216
68835	32958
689	17505
6892	27436
6893	584020
68948	72815
6898	107736
68983	68774
68987	7747
69	28258
690	28778
6903	64354
691	17261
6910	39678
6911	44241
6913	17646
693	18193
6930	16502
6934	50692
69342	3856
6938	50693
6939	50694
6940	50697
69442	34778
69482	61080
6952	63610
6953	27504
69544	31111
6955	50729
69582	132788
696	16060
69610	65429
6967	36264
6968	28685
69684	28157
6969	44074
697	15634
6971	47564
6973	27617
6974	16949
69747	10038
6975	16963
6976	35735
6977	29347
6978	70148
698	15637
6981	16504
6982	17760
6983	29075
6984	35381
6985	17370
6987	17054
699	27862
6992	50730
69979	435764
6998	75092
70	18429
700	28010
7001	17303
7004	16315
7006	599928
7007	63611
701011	28681
7011	37395
7015	17273
70183	31850
7019	18100
702	17409
7026	37738
7028	69934
703	28270
70371	67666
704	15878
7040	16768
7041	16086
70412	69380
7042	15962
7043	16360
7045	17414
70454	69994
7046	16920
704618	3642
7047	15762
7048	16088
7049	15747
7052	17221
7053	18152
705348	140261
7054	70082
705445	148332
7056	28875
7057	68234
7058	27781
7059	50651
706203	207282
7063	28968
7064	28282
7065	28702
7066	18412
7067	27596
7068	17316
