Source Code	Target Coding Scheme	Target Code
C51366	HGNC	6015
C51367	HGNC	6017
C51368	HGNC	6019
C51369	HGNC	6024
C51371	HGNC	6026
C51372	HGNC	6027
C51373	HGNC	6554
C51374	HGNC	6597
C51375	HGNC	7217
C51376	HGNC	8507
C51377	HGNC	11904
C51378	HGNC	11905
C51379	HGNC	11909
C51380	HGNC	11916
C51381	HGNC	11917
C51382	HGNC	11919
C51383	HGNC	11920
C51384	HGNC	11921
C51385	HGNC	11923
C51386	HGNC	17290
C51387	HGNC	1625
C51388	HGNC	2926
C51389	HGNC	3431
C51390	HGNC	3616
C51391	HGNC	3618
C51392	HGNC	15626
C51393	HGNC	3619
C51394	HGNC	3620
C51395	HGNC	3791
C51396	HGNC	262
C51397	HGNC	263
C51398	HGNC	264
C51399	HGNC	268
C51400	HGNC	338
C51401	HGNC	277
C51402	HGNC	278
C51403	HGNC	8723
C51404	HGNC	281
C51405	HGNC	282
C51406	HGNC	8584
C51407	HGNC	8583
C51408	HGNC	895
C51409	HGNC	896
C51410	HGNC	8945
C51411	HGNC	11092
C51412	HGNC	11244
C51413	HGNC	15466
C51414	HGNC	15939
C51415	HGNC	10760
C51416	HGNC	651
C51417	HGNC	1033
C51418	HGNC	1121
C51419	HGNC	18292
C51420	HGNC	3059
C51421	HGNC	3229
C51422	HGNC	3443
C51423	HGNC	3666
C51424	HGNC	3665
C51425	HGNC	3677
C51426	HGNC	3678
C51427	HGNC	897
C51428	HGNC	1030
C51429	HGNC	285
C51430	HGNC	286
C51431	HGNC	1113
C51432	HGNC	1571
C51433	HGNC	1850
C51434	HGNC	1950
C51435	HGNC	1952
C51436	HGNC	1953
C51437	HGNC	1954
C51438	HGNC	2121
C51439	HGNC	3020
C51440	HGNC	3023
C51441	HGNC	3025
C51442	HGNC	3026
C51443	HGNC	3537
C51444	HGNC	3826
C51445	HGNC	4040
C51446	HGNC	4041
C51448	HGNC	4042
C51449	HGNC	4044
C51450	HGNC	4045
C51451	HGNC	4047
C51452	HGNC	4133
C51453	HGNC	4271
C51454	HGNC	4421
C51455	HGNC	4471
C51456	HGNC	4474
C51457	HGNC	4487
C51458	HGNC	4496
C51459	HGNC	4510
C51460	HGNC	4519
C51461	HGNC	13309
C51462	HGNC	4593
C51463	HGNC	4597
C51464	HGNC	4598
C51465	HGNC	16824
C51466	HGNC	5183
C51467	HGNC	5293
C51468	HGNC	6713
C51469	HGNC	6899
C51470	HGNC	7843
C51471	HGNC	9836
C51472	HGNC	10608
C51473	HGNC	11119
C51474	HGNC	11330
C51475	HGNC	11331
C51476	HGNC	11332
C51477	HGNC	11333
C51478	HGNC	11334
C51479	HGNC	11526
C51480	HGNC	11528
C51481	HGNC	12373
C51482	HGNC	12694
C51483	HGNC	4244
C51484	HGNC	4263
C51485	HGNC	4573
C51494	HGNC	3676
C51495	HGNC	3681
C51498	HGNC	3682
C51500	HGNC	3683
C51501	HGNC	3684
C51502	HGNC	3685
C51503	HGNC	3686
C51504	HGNC	3687
C51505	HGNC	4232
C51506	HGNC	4893
C51507	HGNC	5464
C51508	HGNC	5466
C51509	HGNC	6709
C51511	HGNC	6711
C51513	HGNC	6972
C51514	HGNC	7997
C51516	HGNC	7998
C51517	HGNC	7999
C51518	HGNC	8023
C51519	HGNC	8799
C51520	HGNC	8800
C51521	HGNC	8893
C51522	HGNC	9607
C51523	HGNC	9630
C51524	HGNC	11765
C51525	HGNC	11795
C51526	HGNC	11892
C51527	HGNC	20869
C51528	HGNC	1068
C51529	HGNC	1069
C51530	HGNC	1070
C51531	HGNC	1072
C51532	HGNC	1073
C51533	HGNC	1074
C51534	HGNC	1075
C51535	HGNC	4215
C51536	HGNC	4220
C51537	HGNC	4223
C51538	HGNC	3122
C51539	HGNC	4224
C51540	HGNC	7029
C51541	HGNC	3349
C51542	HGNC	3688
C51543	HGNC	3689
C51544	HGNC	3690
C51545	HGNC	3693
C51546	HGNC	3765
C51547	HGNC	3767
C51548	HGNC	5465
C51549	HGNC	5467
C51550	HGNC	6727
C51552	HGNC	7809
C51553	HGNC	5012
C51554	HGNC	5297
C51556	HGNC	6180
C51557	HGNC	6372
C51558	HGNC	6547
C51560	HGNC	7508
C51561	HGNC	7833
C51562	HGNC	7881
C51564	HGNC	7884
C51566	HGNC	7944
C51570	HGNC	8004
C51572	HGNC	644
C51574	HGNC	3467
C51575	HGNC	3468
C51704	HGNC	7977
C51705	HGNC	7978
C51706	HGNC	7979
C51707	HGNC	7961
C51708	HGNC	10258
C51709	HGNC	8910
C51710	HGNC	9236
C51711	HGNC	9864
C51712	HGNC	9865
C51713	HGNC	9866
C51714	HGNC	10477
C51715	HGNC	10478
C51716	HGNC	10479
C51717	HGNC	8204
C51718	HGNC	9053
C51719	HGNC	9446
C51720	HGNC	9585
C51721	HGNC	171
C51722	HGNC	172
C51723	HGNC	173
C51724	HGNC	174
C51725	HGNC	175
C51726	HGNC	465
C51727	HGNC	1076
C51729	HGNC	1078
C51730	HGNC	11772
C51733	HGNC	11773
C51736	HGNC	11774
C51738	HGNC	427
C51739	HGNC	905
C51741	HGNC	6342
C51742	HGNC	2730
C51743	HGNC	2731
C51744	HGNC	3236
C51745	HGNC	3385
C51755	HGNC	3386
C52012	HGNC	6552
C52013	HGNC	8007
C52014	HGNC	30142
C52015	HGNC	11766
C52016	HGNC	11768
C52017	HGNC	11769
C52018	HGNC	12680
C52019	HGNC	12682
C52020	HGNC	12769
C52021	HGNC	1673
C52022	HGNC	1674
C52023	HGNC	1675
C52024	HGNC	1677
C52025	HGNC	15791
C52026	HGNC	1886
C52027	HGNC	2285
C52029	HGNC	3208
C52030	HGNC	3211
C52031	HGNC	3213
C52032	HGNC	3782
C52033	HGNC	3785
C52034	HGNC	4311
C52035	HGNC	4312
C52036	HGNC	4684
C52037	HGNC	4685
C52038	HGNC	4686
C52039	HGNC	4687
C52040	HGNC	4910
C52041	HGNC	5412
C52042	HGNC	5969
C52043	HGNC	5970
C52044	HGNC	5971
C52045	HGNC	5972
C52046	HGNC	6065
C52047	HGNC	6066
C52048	HGNC	6067
C52049	HGNC	8895
C52050	HGNC	9369
C52051	HGNC	9370
C52052	HGNC	11104
C52053	HGNC	11105
C52054	HGNC	11106
C52055	HGNC	11109
C52056	HGNC	11162
C52057	HGNC	471
C52058	HGNC	944
C52059	HGNC	945
C52060	HGNC	1100
C52061	HGNC	1101
C52062	HGNC	2551
C52063	HGNC	2552
C52064	HGNC	2553
C52065	HGNC	2554
C52066	HGNC	2556
C52067	HGNC	2662
C52068	HGNC	2739
C52069	HGNC	2768
C52070	HGNC	2897
C52071	HGNC	2987
C52072	HGNC	3527
C52073	HGNC	4261
C52074	HGNC	5010
C52075	HGNC	5009
C52076	HGNC	4983
C52077	HGNC	5000
C52078	HGNC	5004
C52079	HGNC	4984
C52080	HGNC	4986
C52081	HGNC	12312
C52082	HGNC	4989
C52083	HGNC	6062
C52084	HGNC	6929
C52085	HGNC	7059
C52086	HGNC	7679
C52088	HGNC	7761
C52090	HGNC	7849
C52091	HGNC	18118
C52092	HGNC	12381
C52093	HGNC	8059
C52094	HGNC	8912
C52096	HGNC	9071
C52097	HGNC	9317
C52098	HGNC	13417
C52099	HGNC	9500
C52100	HGNC	9555
C52101	HGNC	9869
C52102	HGNC	9884
C52103	HGNC	14085
C52104	HGNC	10520
C52105	HGNC	11094
C52106	HGNC	11343
C52107	HGNC	1984
C52108	HGNC	11097
C52109	HGNC	11098
C52110	HGNC	11099
C52111	HGNC	11100
C52112	HGNC	11101
C52113	HGNC	11103
C52114	HGNC	11107
C52115	HGNC	11108
C52116	HGNC	11755
C52117	HGNC	11785
C52118	HGNC	11786
C52119	HGNC	11820
C52120	HGNC	11821
C52121	HGNC	11822
C52122	HGNC	5318
C52123	HGNC	5361
C52124	HGNC	9348
C52125	HGNC	738
C52126	HGNC	3318
C52127	HGNC	3373
C52128	HGNC	3703
C52129	HGNC	6116
C52130	HGNC	6117
C52131	HGNC	6118
C52132	HGNC	6119
C52133	HGNC	16911
C52134	HGNC	8001
C52135	HGNC	7668
C52136	HGNC	7669
C52137	HGNC	7670
C52138	HGNC	7671
C52139	HGNC	11649
C52140	HGNC	12005
C52141	HGNC	12006
C52142	HGNC	15909
C52143	HGNC	15936
C52144	HGNC	7980
C52145	HGNC	8617
C52146	HGNC	8619
C52147	HGNC	8621
C52148	HGNC	19985
C52149	HGNC	9234
C52150	HGNC	9527
C52151	HGNC	11362
C52152	HGNC	11363
C52153	HGNC	11364
C52154	HGNC	11365
C52155	HGNC	11366
C52156	HGNC	11367
C52157	HGNC	11368
C52158	HGNC	16696
C52160	HGNC	3387
C52161	HGNC	3388
C52162	HGNC	3391
C52163	HGNC	3392
C52164	HGNC	3393
C52165	HGNC	3394
C52166	HGNC	3430
C52167	HGNC	3432
C52168	HGNC	3691
C52169	HGNC	3763
C52170	HGNC	6091
C52171	HGNC	6093
C52172	HGNC	6307
C52173	HGNC	6721
C52175	HGNC	7027
C52177	HGNC	7381
C52178	HGNC	7525
C52179	HGNC	8031
C52189	HGNC	8032
C52201	HGNC	8033
C52202	HGNC	8803
C52203	HGNC	8804
C52204	HGNC	9967
C52205	HGNC	10256
C52206	HGNC	2370
C52207	HGNC	2372
C52208	HGNC	22963
C52209	HGNC	2375
C52210	HGNC	2376
C52211	HGNC	2377
C52212	HGNC	2378
C52213	HGNC	24042
C52214	HGNC	11743
C52215	HGNC	12347
C52216	HGNC	10257
C52217	HGNC	2494
C52218	HGNC	10261
C52219	HGNC	2495
C52220	HGNC	11491
C52221	HGNC	2681
C52222	HGNC	11724
C52223	HGNC	3060
C52224	HGNC	11809
C52225	HGNC	12446
C52226	HGNC	3444
C52227	HGNC	6761
C52228	HGNC	7534
C52229	HGNC	7672
C52230	HGNC	7673
C52231	HGNC	12858
C52232	HGNC	11530
C52233	HGNC	11762
C52234	HGNC	11763
C52235	HGNC	11847
C52236	HGNC	8614
C52237	HGNC	11848
C52238	HGNC	11849
C52239	HGNC	9346
C52240	HGNC	10897
C52241	HGNC	11850
C52242	HGNC	18078
C52244	HGNC	11851
C52245	HGNC	16711
C52246	HGNC	12930
C52248	HGNC	15631
C52249	HGNC	15632
C52250	HGNC	15971
C52251	HGNC	12679
C52252	HGNC	12450
C52254	HGNC	9975
C52255	HGNC	12463
C52256	HGNC	10488
C52257	HGNC	12468
C52258	HGNC	10489
C52259	HGNC	23663
C52260	HGNC	10492
C52261	HGNC	12731
C52263	HGNC	10498
C52264	HGNC	10499
C52266	HGNC	10504
C52267	HGNC	10839
C52268	HGNC	10845
C52269	HGNC	11250
C52270	HGNC	11740
C52271	HGNC	11998
C52272	HGNC	12000
C52273	HGNC	40
C52274	HGNC	47
C52275	HGNC	51
C52276	HGNC	74
C52277	HGNC	622
C52278	HGNC	1869
C52279	HGNC	4187
C52280	HGNC	5469
C52281	HGNC	5471
C52282	HGNC	5472
C52283	HGNC	5473
C52284	HGNC	17364
C52285	HGNC	5474
C52286	HGNC	5475
C52287	HGNC	1739
C52288	HGNC	8064
C52289	HGNC	8068
C52290	HGNC	9225
C52291	HGNC	1745
C52292	HGNC	10964
C52293	HGNC	10990
C52294	HGNC	1744
C52295	HGNC	10991
C52296	HGNC	24576
C52297	HGNC	10992
C52298	HGNC	11005
C52299	HGNC	6944
C52300	HGNC	6945
C52301	HGNC	6947
C52302	HGNC	6948
C52303	HGNC	11040
C52304	HGNC	43
C52305	HGNC	6949
C52306	HGNC	44
C52307	HGNC	20866
C52308	HGNC	6950
C52309	HGNC	18043
C52310	HGNC	12304
C52311	HGNC	8487
C52312	HGNC	12362
C52313	HGNC	8488
C52314	HGNC	8489
C52315	HGNC	8490
C52316	HGNC	8491
C52317	HGNC	17151
C52318	HGNC	2590
C52319	HGNC	2591
C52320	HGNC	2592
C52321	HGNC	2593
C52322	HGNC	2594
C52323	HGNC	2595
C52334	HGNC	12449
C52335	HGNC	12665
C52336	HGNC	1108
C52338	HGNC	12932
C52339	HGNC	12936
C52340	HGNC	13009
C52341	HGNC	4948
C52342	HGNC	4940
C52343	HGNC	2320
C52344	HGNC	7036
C52345	HGNC	7754
C52346	HGNC	3333
C52347	HGNC	3500
C52348	HGNC	4702
C52350	HGNC	2596
C52351	HGNC	2600
C52353	HGNC	2606
C52355	HGNC	2610
C52356	HGNC	2615
C52357	HGNC	2620
C52358	HGNC	2621
C52359	HGNC	2622
C52360	HGNC	2623
C52361	HGNC	2625
C52362	HGNC	2631
C52363	HGNC	2637
C52364	HGNC	2638
C52365	HGNC	2640
C52366	HGNC	2651
C52367	HGNC	2653
C52368	HGNC	17381
C52369	HGNC	971
C52370	HGNC	6201
C52371	HGNC	16887
C52372	HGNC	1052
C52373	HGNC	13410
C52374	HGNC	14211
C52375	HGNC	9618
C52376	HGNC	10707
C52377	HGNC	1633
C52378	HGNC	11322
C52379	HGNC	3573
C52380	HGNC	11386
C52381	HGNC	16971
C52382	HGNC	11853
C52383	HGNC	16970
C52384	HGNC	4605
C52385	HGNC	6383
C52386	HGNC	14458
C52387	HGNC	4562
C52388	HGNC	7955
C52389	HGNC	11517
C52390	HGNC	333
C52391	HGNC	4564
C52392	HGNC	894
C52393	HGNC	4565
C52394	HGNC	1437
C52395	HGNC	4566
C52396	HGNC	4567
C52397	HGNC	6125
C52398	HGNC	6126
C52399	HGNC	484
C52400	HGNC	6128
C52401	HGNC	485
C52402	HGNC	6529
C52403	HGNC	1929
C52404	HGNC	6773
C52405	HGNC	1930
C52406	HGNC	6775
C52407	HGNC	10575
C52408	HGNC	7665
C52409	HGNC	2355
C52410	HGNC	30043
C52411	HGNC	3176
C52412	HGNC	3177
C52413	HGNC	15687
C52414	HGNC	4191
C52415	HGNC	30417
C52416	HGNC	4265
C52417	HGNC	16885
C52418	HGNC	4419
C52419	HGNC	4420
C52420	HGNC	6081
C52421	HGNC	6087
C52422	HGNC	7859
C52423	HGNC	8528
C52424	HGNC	9201
C52425	HGNC	9445
C52426	HGNC	9606
C52427	HGNC	16884
C52428	HGNC	11329
C52429	HGNC	10840
C52430	HGNC	11373
C52431	HGNC	11374
C52432	HGNC	12298
C52433	HGNC	12693
C52434	HGNC	18181
C52435	HGNC	29869
C52436	HGNC	2466
C52437	HGNC	2468
C52438	HGNC	11320
C52439	HGNC	6436
C52440	HGNC	16476
C52441	HGNC	6637
C52442	HGNC	12692
C52443	HGNC	12030
C52444	HGNC	145
C52445	HGNC	12032
C52446	HGNC	4167
C52447	HGNC	12036
C52448	HGNC	7569
C52449	HGNC	12417
C52450	HGNC	12419
C52451	HGNC	12854
C52452	HGNC	2195
C52453	HGNC	2197
C52454	HGNC	370
C52455	HGNC	371
C52456	HGNC	379
C52457	HGNC	16950
C52458	HGNC	583
C52459	HGNC	24036
C52460	HGNC	681
C52461	HGNC	13209
C52462	HGNC	711
C52463	HGNC	903
C52464	HGNC	904
C52465	HGNC	937
C52466	HGNC	940
C52467	HGNC	941
C52468	HGNC	943
C52480	HGNC	2198
C52481	HGNC	2204
C52482	HGNC	2208
C52483	HGNC	19880
C52484	HGNC	3778
C52485	HGNC	7821
C52486	HGNC	4739
C52487	HGNC	7910
C52488	HGNC	11764
C52489	HGNC	11726
C52490	HGNC	1008
C52491	HGNC	11727
C52492	HGNC	1103
C52493	HGNC	11728
C52494	HGNC	11729
C52495	HGNC	24133
C52496	HGNC	1527
C52497	HGNC	11730
C52498	HGNC	1528
C52499	HGNC	11941
C52500	HGNC	1968
C52501	HGNC	1541
C52502	HGNC	15842
C52503	HGNC	11300
C52504	HGNC	17869
C52505	HGNC	1573
C52506	HGNC	348
C52507	HGNC	30727
C52508	HGNC	16876
C52509	HGNC	700
C52510	HGNC	1974
C52511	HGNC	784
C52512	HGNC	2514
C52513	HGNC	17307
C52514	HGNC	11588
C52515	HGNC	2990
C52516	HGNC	3419
C52517	HGNC	998
C52518	HGNC	3420
C52519	HGNC	1001
C52520	HGNC	667
C52521	HGNC	1066
C52522	HGNC	1535
C52523	HGNC	1539
C52524	HGNC	668
C52525	HGNC	1833
C52526	HGNC	669
C52527	HGNC	1836
C52528	HGNC	1928
C52529	HGNC	2345
C52530	HGNC	2347
C52531	HGNC	18854
C52532	HGNC	686
C52533	HGNC	16844
C52534	HGNC	2348
C52535	HGNC	687
C52536	HGNC	2350
C52537	HGNC	2362
C52538	HGNC	3113
C52539	HGNC	3246
C52540	HGNC	3321
C52541	HGNC	3325
C52542	HGNC	9839
C52543	HGNC	4646
C52544	HGNC	9840
C52545	HGNC	5173
C52546	HGNC	6407
C52547	HGNC	7007
C52548	HGNC	7227
C52549	HGNC	7989
C52550	HGNC	9854
C52596	HGNC	4647
C52597	HGNC	11543
C52598	HGNC	11544
C52599	HGNC	11545
C52600	HGNC	11546
C52601	HGNC	10446
C52602	HGNC	11535
C52603	HGNC	11536
C52604	HGNC	17303
C52605	HGNC	11537
C52606	HGNC	11539
C52607	HGNC	9855
C52608	HGNC	11540
C52609	HGNC	11541
C52610	HGNC	11548
C52611	HGNC	17300
C52612	HGNC	15828
C52613	HGNC	11542
C52614	HGNC	16963
C52615	HGNC	11589
C52616	HGNC	4650
C52617	HGNC	4651
C52618	HGNC	4652
C52619	HGNC	4653
C52620	HGNC	4655
C52621	HGNC	17271
C52622	HGNC	16954
C52623	HGNC	13652
C52624	HGNC	10885
C52625	HGNC	11551
C52626	HGNC	17298
C52627	HGNC	4664
C52628	HGNC	4665
C52629	HGNC	4095
C52630	HGNC	4666
C52631	HGNC	4667
C52632	HGNC	4668
C52633	HGNC	4272
C52634	HGNC	4273
C52635	HGNC	4549
C52636	HGNC	4550
C52637	HGNC	4380
C52638	HGNC	4384
C52639	HGNC	4385
C52645	HGNC	4387
C52650	HGNC	4390
C52656	HGNC	4392
C52662	HGNC	4395
C52665	HGNC	4396
C52672	HGNC	4398
C52674	HGNC	4400
C52675	HGNC	4897
C52676	HGNC	5144
C52677	HGNC	5419
C52797	HGNC	5423
C52798	HGNC	5438
C52801	HGNC	5448
C52804	HGNC	6021
C52806	HGNC	6040
C52808	HGNC	17020
C52811	HGNC	17967
C52818	HGNC	17428
C52819	HGNC	6768
C52820	HGNC	6769
C52821	HGNC	6770
C52822	HGNC	6772
C52823	HGNC	6840
C52824	HGNC	6853
C52825	HGNC	18157
C52826	HGNC	6866
C52865	HGNC	3446
C52866	HGNC	3488
C52867	HGNC	3489
C52868	HGNC	3490
C52869	HGNC	3492
C52870	HGNC	3493
C52871	HGNC	3495
C52872	HGNC	6871
C52873	HGNC	3749
C52874	HGNC	11241
C52875	HGNC	6877
C52876	HGNC	3498
C52877	HGNC	3801
C52878	HGNC	6881
C52879	HGNC	6940
C52880	HGNC	7038
C52881	HGNC	7110
C52882	HGNC	7765
C52883	HGNC	7773
C52884	HGNC	7797
C52885	HGNC	7798
C52887	HGNC	3796
C52889	HGNC	3797
C52894	HGNC	13718
C52896	HGNC	3798
C52897	HGNC	7799
C52899	HGNC	3811
C52900	HGNC	13388
C52903	HGNC	8759
C52904	HGNC	3819
C52905	HGNC	16861
C52906	HGNC	9588
C52907	HGNC	3821
C52908	HGNC	4170
C52909	HGNC	9842
C52910	HGNC	4568
C52912	HGNC	9875
C52915	HGNC	9876
C52919	HGNC	13735
C52920	HGNC	4238
C52922	HGNC	9991
C52924	HGNC	4318
C52926	HGNC	9998
C52927	HGNC	4319
C52929	HGNC	9999
C52931	HGNC	4317
C52932	HGNC	10727
C52934	HGNC	4930
C52936	HGNC	10778
C52937	HGNC	10848
C52939	HGNC	11350
C52942	HGNC	11805
C52943	HGNC	12034
C52945	HGNC	30698
C52949	HGNC	12303
C52952	HGNC	12363
C52953	HGNC	12566
C52955	HGNC	4648
C52957	HGNC	12657
C52958	HGNC	1806
C52960	HGNC	12658
C52963	HGNC	4612
C52964	HGNC	12659
C52966	HGNC	12770
C52967	HGNC	5056
C52974	HGNC	12771
C52977	HGNC	13829
C52979	HGNC	12775
C52982	HGNC	12776
C52984	HGNC	12778
C52988	HGNC	12774
C52990	HGNC	12780
C52993	HGNC	12781
C52995	HGNC	5100
C52996	HGNC	12782
C52998	HGNC	5109
C52999	HGNC	12783
C53001	HGNC	5128
C53003	HGNC	12784
C53004	HGNC	12785
C53008	HGNC	12786
C53010	HGNC	6593
C53013	HGNC	6594
C53015	HGNC	7391
C53017	HGNC	16364
C53019	HGNC	7838
C53024	HGNC	6204
C53026	HGNC	6205
C53028	HGNC	6206
C53030	HGNC	6473
C53033	HGNC	6642
C53034	HGNC	6776
C53035	HGNC	6781
C53036	HGNC	6913
C53064	HGNC	19970
C53065	HGNC	7010
C53066	HGNC	7132
C53067	HGNC	7134
C53068	HGNC	7135
C53077	HGNC	7136
C53080	HGNC	7138
C53081	HGNC	7139
C53082	HGNC	7545
C53083	HGNC	7547
C53084	HGNC	7548
C53085	HGNC	7555
C53086	HGNC	7553
C53088	HGNC	7559
C53089	HGNC	7650
C53092	HGNC	7784
C53093	HGNC	7785
C53094	HGNC	7786
C53095	HGNC	11469
C53096	HGNC	7788
C53097	HGNC	11470
C53098	HGNC	7795
C53099	HGNC	11556
C53100	HGNC	11557
C53101	HGNC	3017
C53102	HGNC	9113
C53103	HGNC	3019
C53104	HGNC	11633
C53105	HGNC	11641
C53106	HGNC	9212
C53107	HGNC	11742
C53108	HGNC	11744
C53109	HGNC	11751
C53110	HGNC	11752
C53111	HGNC	11796
C53112	HGNC	9213
C53113	HGNC	11799
C53114	HGNC	9954
C53115	HGNC	12428
C53116	HGNC	9955
C53117	HGNC	12593
C53118	HGNC	10471
C53119	HGNC	12594
C53120	HGNC	12687
C53122	HGNC	12796
C53124	HGNC	15513
C53126	HGNC	3189
C53127	HGNC	11205
C53130	HGNC	3192
C53132	HGNC	11466
C53133	HGNC	3214
C53134	HGNC	3257
C53135	HGNC	3258
C53136	HGNC	3260
C53139	HGNC	3261
C53141	HGNC	3277
C53144	HGNC	3293
C53148	HGNC	10082
C53153	HGNC	10298
C53154	HGNC	10303
C53157	HGNC	10312
C53158	HGNC	10331
C53159	HGNC	10364
C53160	HGNC	10368
C53162	HGNC	10402
C53163	HGNC	10416
C53165	HGNC	10420
C53168	HGNC	3249
C53651	HGNC	2710
C53663	HGNC	6150
C53960	HGNC	6160
C54229	HGNC	23168
C54233	HGNC	11632
C54238	HGNC	7782
C54256	HGNC	17800
C54257	HGNC	4021
C54258	HGNC	16914
C54260	HGNC	4112
C54261	HGNC	24859
C54263	HGNC	4166
C54265	HGNC	18007
C54267	HGNC	14373
C54276	HGNC	4332
C54279	HGNC	4333
C54280	HGNC	17099
C54286	HGNC	5156
C54288	HGNC	6341
C54289	HGNC	16783
C54290	HGNC	6572
C54291	HGNC	30588
C54304	HGNC	6658
C54305	HGNC	6799
C54307	HGNC	6801
C54308	HGNC	6934
C54309	HGNC	6935
C54310	HGNC	23357
C54311	HGNC	16982
C54312	HGNC	7060
C54313	HGNC	7124
C54314	HGNC	7133
C54315	HGNC	7137
C54316	HGNC	17040
C54318	HGNC	7226
C54320	HGNC	328
C54321	HGNC	356
C54322	HGNC	7237
C54324	HGNC	357
C54325	HGNC	16677
C54326	HGNC	16675
C54327	HGNC	7321
C54328	HGNC	16676
C54329	HGNC	7371
C54330	HGNC	15461
C54331	HGNC	7423
C54332	HGNC	24219
C54333	HGNC	13533
C54363	HGNC	7546
C54364	HGNC	30242
C54365	HGNC	15625
C54366	HGNC	30216
C54367	HGNC	18273
C54368	HGNC	30251
C54369	HGNC	973
C54370	HGNC	7993
C54371	HGNC	8029
C54372	HGNC	974
C54373	HGNC	1004
C54374	HGNC	17234
C54376	HGNC	18445
C54377	HGNC	18617
C54378	HGNC	15927
C54380	HGNC	17077
C54385	HGNC	16895
C54391	HGNC	17034
C54393	HGNC	17262
C54394	HGNC	18731
C54395	HGNC	8805
C54396	HGNC	19074
C54399	HGNC	12385
C54402	HGNC	16805
C54403	HGNC	9123
C54405	HGNC	4713
C54406	HGNC	1798
C54407	HGNC	1817
C54408	HGNC	19700
C54410	HGNC	2289
C54412	HGNC	2491
C54413	HGNC	24941
C54421	HGNC	9318
C54422	HGNC	9709
C54423	HGNC	9976
C54424	HGNC	16501
C54425	HGNC	18782
C54426	HGNC	2687
C54427	HGNC	2701
C54428	HGNC	2734
C54429	HGNC	10056
C54430	HGNC	14879
C54431	HGNC	23658
C54432	HGNC	2899
C54433	HGNC	10464
C54434	HGNC	13747
C54435	HGNC	13748
C54436	HGNC	10467
C54437	HGNC	30833
C54438	HGNC	10880
C54439	HGNC	3235
C54440	HGNC	21295
C54441	HGNC	21296
C54442	HGNC	21297
C54445	HGNC	16465
C54446	HGNC	30668
C54448	HGNC	11351
C54449	HGNC	11522
C54460	HGNC	17012
C54461	HGNC	25967
C54462	HGNC	3762
C54463	HGNC	17893
C54464	HGNC	3944
C54540	HGNC	11523
C54541	HGNC	11524
C54542	HGNC	16847
C54543	HGNC	30719
C54544	HGNC	20224
C54545	HGNC	975
C54546	HGNC	14347
C54547	HGNC	14367
C54579	HGNC	11179
C55289	HGNC	4553
C60650	HGNC	2367
C60653	HGNC	2674
C60658	HGNC	15802
C60666	HGNC	9882
C60669	HGNC	16393
C60672	HGNC	6819
C60878	HGNC	5006
C61057	HGNC	7527
C61061	HGNC	1516
C61132	HGNC	11059
C61134	HGNC	20857
C61137	HGNC	11195
C61141	HGNC	9221
C61149	HGNC	6636
C61151	HGNC	15488
C62213	HGNC	3353
C62455	HGNC	14886
C62458	HGNC	2500
C62661	HGNC	914
C62759	HGNC	4933
C62779	HGNC	4932
C63506	HGNC	13339
C63517	HGNC	27310
C63527	HGNC	20473
C63530	HGNC	24969
C64330	HGNC	9454
C68558	HGNC	16816
C68576	HGNC	9398
C68579	HGNC	6922
C68583	HGNC	7727
C68586	HGNC	1645
C68589	HGNC	17357
C68593	HGNC	11390
C68601	HGNC	3758
C68711	HGNC	11972
C68714	HGNC	6707
C68719	HGNC	26837
C68723	HGNC	12691
C68727	HGNC	435
C68731	HGNC	13176
C68735	HGNC	4793
C68737	HGNC	6006
C68803	HGNC	4235
C70585	HGNC	7105
C70615	HGNC	4944
C70992	HGNC	13825
C70995	HGNC	9343
C70998	HGNC	11630
C71001	HGNC	17003
C71004	HGNC	1316
C71007	HGNC	7733
C71019	HGNC	15582
C71022	HGNC	15451
C71260	HGNC	4951
C71262	HGNC	4952
C71264	HGNC	4953
C71266	HGNC	4942
C71268	HGNC	4938
C71418	HGNC	10774
C71420	HGNC	7871
C71422	HGNC	5224
C71424	HGNC	9045
C71426	HGNC	12801
C71430	HGNC	13013
C71432	HGNC	17582
C71434	HGNC	2207
C71436	HGNC	6526
C71439	HGNC	3179
C71441	HGNC	18673
C71443	HGNC	9449
C73122	HGNC	1685
C73128	HGNC	1691
C73441	HGNC	9891
C73444	HGNC	11825
C73447	HGNC	9546
C73450	HGNC	6348
C73452	HGNC	5022
C73458	HGNC	15986
C73462	HGNC	13830
C73465	HGNC	17880
C73527	HGNC	11801
C73533	HGNC	5476
C73543	HGNC	28917
C73546	HGNC	17101
C73549	HGNC	14620
C73552	HGNC	18271
C73556	HGNC	46
C73560	HGNC	1077
C73632	HGNC	1551
C73634	HGNC	1553
C73639	HGNC	1554
C73651	HGNC	1555
C73653	HGNC	2978
C73655	HGNC	2976
C73657	HGNC	8616
C73659	HGNC	17933
C73661	HGNC	17016
C73663	HGNC	18420
C73665	HGNC	29489
C73668	HGNC	30412
C73670	HGNC	24283
C73672	HGNC	28405
C73674	HGNC	11479
C73676	HGNC	17287
C73678	HGNC	24948
C73680	HGNC	13723
C74435	HGNC	10541
C74438	HGNC	9459
C74442	HGNC	9021
C74445	HGNC	17985
C74448	HGNC	5331
C74461	HGNC	7898
C74466	HGNC	25221
C74469	HGNC	8005
C74472	HGNC	7330
